code,rwork_torchref,rfree_torchref,rwork_phenix,rfree_phenix,d_min,n_atoms,delta_rwork,delta_rfree
2IVM,0.300400,0.309600,0.303400,0.303800,2.500035,2278,-0.300000,0.580000
7K3J,0.230300,0.259000,0.248900,0.289100,2.500048,4519,-1.860000,-3.010000
5XRW,0.236400,0.262000,0.203200,0.254700,2.500056,2486,3.320000,0.730000
6PJQ,0.286500,0.402800,0.266900,0.389400,2.500062,1424,1.960000,1.340000
1FSI,0.212800,0.242300,0.215200,0.252700,2.500125,4413,-0.240000,-1.040000
4ME9,0.225200,0.249300,0.203300,0.251700,2.500178,3058,2.190000,-0.240000
3LOC,0.247900,0.261100,0.212100,0.246400,2.500386,6366,3.580000,1.470000
1HNO,0.175200,0.208100,0.175200,0.209900,2.500386,2165,0.000000,-0.180000
1Y7O,0.217500,0.249200,0.188200,0.245800,2.500453,9601,2.930000,0.340000
1F97,0.196700,0.234000,0.143300,0.182100,2.500748,1637,5.340000,5.190000
1PJR,0.192800,0.234500,0.188400,0.226900,2.500937,5278,0.440000,0.760000
3MML,0.187800,0.217900,0.182200,0.220800,2.501158,15919,0.560000,-0.290000
4L7Z,0.210000,0.229900,0.185600,0.228300,2.501610,16961,2.440000,0.160000
1OMW,0.278600,0.327100,0.227500,0.291100,2.501853,8151,5.110000,3.600000
3TSZ,0.253500,0.307200,0.221400,0.302600,2.502024,2849,3.210000,0.460000
1Y98,0.223800,0.250100,0.230700,0.254400,2.502342,1840,-0.690000,-0.430000
2NVN,0.218400,0.268100,0.212000,0.245200,2.502891,987,0.640000,2.290000
6HFG,0.249000,0.270800,0.258900,0.275900,2.503104,899,-0.990000,-0.510000
1O5T,0.232600,0.283200,0.235400,0.289600,2.503524,3163,-0.280000,-0.640000
4OIL,0.192400,0.255800,0.200000,0.260600,2.504745,2072,-0.760000,-0.480000
3N39,0.231200,0.281800,0.206900,0.279500,2.504823,6680,2.430000,0.230000
4O92,0.225900,0.295300,0.227200,0.286400,2.508673,1538,-0.130000,0.890000
5GHR,0.229900,0.259000,0.219600,0.261600,2.509007,7174,1.030000,-0.260000
2ZIU,0.240000,0.276400,0.235800,0.287700,2.511469,4296,0.420000,-1.130000
4ZUT,0.220500,0.256500,0.231800,0.251400,2.512019,3197,-1.130000,0.510000
6RPT,0.288300,0.308100,0.256800,0.304400,2.517931,4658,3.150000,0.370000
4B18,0.194500,0.249800,0.210500,0.253800,2.519944,3464,-1.600000,-0.400000
4UW7,0.240200,0.267000,0.231200,0.282000,2.520001,6271,0.900000,-1.500000
5D5H,0.221900,0.250600,0.212900,0.256900,2.520025,5453,0.900000,-0.630000
6R6T,0.225100,0.279000,0.218700,0.279900,2.534542,6998,0.640000,-0.090000
2B3X,0.187000,0.229900,0.168200,0.236700,2.540323,7109,1.880000,-0.680000
5J9K,0.241300,0.283100,0.240800,0.310800,2.550018,3640,0.050000,-2.770000
6L9F,0.228400,0.287600,0.204200,0.263200,2.554628,3847,2.420000,2.440000
5IAW,0.214500,0.253900,0.204500,0.267300,2.580052,4000,1.000000,-1.340000
1TML,0.159300,0.195500,0.115600,0.176700,2.582427,2218,4.370000,1.880000
2AG0,0.212600,0.244500,0.196500,0.245900,2.583379,16902,1.610000,-0.140000
1UTB,0.216800,0.247600,0.216400,0.241100,2.587790,3598,0.040000,0.650000
1ZJ8,0.263200,0.290700,0.233600,0.303600,2.589994,8798,2.960000,-1.290000
2E1M,0.233700,0.301900,0.225000,0.299400,2.593267,4807,0.870000,0.250000
3WIM,0.231700,0.273700,0.191200,0.255300,2.593392,1099,4.050000,1.840000
3FVE,0.228500,0.267500,0.222300,0.273700,2.593823,2061,0.620000,-0.620000
5U6K,0.280300,0.306100,0.285300,0.318500,2.594510,11899,-0.500000,-1.240000
6M20,0.257600,0.297000,0.248900,0.294700,2.595396,15304,0.870000,0.230000
5SVE,0.235500,0.267000,0.211900,0.272700,2.596018,4339,2.360000,-0.570000
3MKR,0.210400,0.233800,0.210800,0.239700,2.597412,4908,-0.040000,-0.590000
3A58,0.214700,0.259800,0.219100,0.264800,2.597802,8792,-0.440000,-0.500000
4H9D,0.229000,0.288700,0.221700,0.294400,2.598890,2245,0.730000,-0.570000
4HJW,0.197300,0.218400,0.190900,0.226800,2.599973,8976,0.640000,-0.840000
1GQ9,0.237500,0.272000,0.192100,0.280500,2.600001,3990,4.540000,-0.850000
2XPI,0.227700,0.276900,0.216600,0.283900,2.600004,8679,1.110000,-0.700000
5ETA,0.245800,0.278200,0.224200,0.267400,2.600006,5685,2.160000,1.080000
1P16,0.198800,0.250400,0.187800,0.254100,2.600012,7016,1.100000,-0.370000
5CVR,0.224500,0.256700,0.220500,0.269700,2.600036,1626,0.400000,-1.300000
4CSO,0.220500,0.271400,0.185900,0.275500,2.600044,6948,3.460000,-0.410000
3VXU,0.345500,0.360300,0.312100,0.373100,2.600070,13256,3.340000,-1.280000
5EBB,0.294800,0.335100,0.265100,0.327500,2.600093,10414,2.970000,0.760000
3DOH,0.215100,0.239400,0.195900,0.253500,2.600097,6188,1.920000,-1.410000
5VQG,0.297600,0.330700,0.265800,0.311900,2.600104,1629,3.180000,1.880000
1BYW,0.227200,0.314700,0.217000,0.267200,2.600198,841,1.020000,4.750000
2ACJ,0.238800,0.289000,0.239900,0.286200,2.600296,2579,-0.110000,0.280000
2FH9,0.246900,0.297400,0.242800,0.304300,2.601253,2162,0.410000,-0.690000
1S1C,0.221900,0.294400,0.200000,0.285100,2.602965,4072,2.190000,0.930000
4QQR,0.208300,0.278000,0.205100,0.257900,2.602990,4352,0.320000,2.010000
6Z3U,0.373100,0.389400,0.341200,0.388400,2.604033,11398,3.190000,0.100000
7DUF,0.231300,0.267500,0.236100,0.263300,2.605150,847,-0.480000,0.420000
3R0Q,0.277900,0.320100,0.254400,0.340100,2.606486,11025,2.350000,-2.000000
5OXW,0.229600,0.279800,0.189200,0.244700,2.610079,2845,4.040000,3.510000
6U75,0.253800,0.265400,0.222300,0.258200,2.631794,4237,3.150000,0.720000
6QAJ,0.423200,0.444500,0.378900,0.447200,2.631951,6963,4.430000,-0.270000
3U66,0.228100,0.299600,0.207800,0.302400,2.632760,1325,2.030000,-0.280000
3UN9,0.222900,0.274500,0.223100,0.291600,2.650017,6679,-0.020000,-1.710000
4MJG,0.245300,0.263900,0.214700,0.270200,2.650048,2742,3.060000,-0.630000
6N5U,0.242700,0.282400,0.219100,0.282900,2.660577,3952,2.360000,-0.050000
4WIP,0.329700,0.395700,0.304600,0.364900,2.691123,1994,2.510000,3.080000
3SUZ,0.240500,0.289100,0.257500,0.313400,2.693661,2185,-1.700000,-2.430000
3THF,0.237600,0.259000,0.246300,0.275800,2.695052,2749,-0.870000,-1.680000
3KG6,0.216700,0.264700,0.206800,0.258600,2.696005,8859,0.990000,0.610000
6A57,0.223200,0.276300,0.210900,0.259300,2.698095,1746,1.230000,1.700000
4E8U,0.253700,0.278800,0.260500,0.280900,2.699338,2660,-0.680000,-0.210000
4HKA,0.208800,0.246800,0.219300,0.243500,2.699767,2940,-1.050000,0.330000
5ME9,0.227300,0.259200,0.212600,0.262300,2.700001,9216,1.470000,-0.310000
6XZ6,0.238600,0.246100,0.205800,0.239500,2.700024,4371,3.280000,0.660000
5C7F,0.249900,0.270600,0.237100,0.283200,2.700048,6841,1.280000,-1.260000
3OCB,0.217700,0.244600,0.195800,0.247600,2.700051,5519,2.190000,-0.300000
6R0L,0.279700,0.277100,0.195700,0.321100,2.700563,1376,8.400000,-4.400000
2IO7,0.229500,0.262000,0.190200,0.264200,2.701319,9983,3.930000,-0.220000
7CFD,0.268100,0.307200,0.246900,0.320300,2.703675,12199,2.120000,-1.310000
1CI0,0.227800,0.276900,0.208700,0.280700,2.703708,3441,1.910000,-0.380000
5JTA,0.225100,0.252200,0.215100,0.241300,2.717681,4400,1.000000,1.090000
6VPT,0.241800,0.258800,0.211100,0.277300,2.718242,3789,3.070000,-1.850000
5K6S,0.209800,0.241800,0.208500,0.230700,2.718681,2783,0.130000,1.110000
5J0A,0.215800,0.242200,0.218800,0.251800,2.739012,4975,-0.300000,-0.960000
3AQG,0.232500,0.290700,0.203800,0.307900,2.744165,2192,2.870000,-1.720000
5DA1,0.227000,0.280700,0.230900,0.305700,2.750053,3400,-0.390000,-2.500000
2BTY,0.221100,0.254500,0.213100,0.251200,2.750067,6503,0.800000,0.330000
6YFV,0.245200,0.289400,0.240000,0.303600,2.750181,4599,0.520000,-1.420000
6SXW,0.259300,0.316600,0.276500,0.318600,2.750638,570,-1.720000,-0.200000
3AV4,0.244700,0.299400,0.234900,0.295000,2.752139,9156,0.980000,0.440000
4GKN,0.260200,0.282400,0.234600,0.290900,2.753132,6422,2.560000,-0.850000
5WJQ,0.247200,0.295400,0.210600,0.301100,2.793988,3350,3.660000,-0.570000
2A3V,0.226000,0.267700,0.209100,0.262900,2.798933,13236,1.690000,0.480000
3BVQ,0.230900,0.277200,0.239600,0.274200,2.799061,5160,-0.870000,0.300000
6AGI,0.266800,0.291900,0.220400,0.278500,2.799413,5061,4.640000,1.340000
6I1R,0.252100,0.281500,0.213800,0.256900,2.799924,4897,3.830000,2.460000
1AQ3,0.505800,0.520000,0.510500,0.533400,2.800000,3702,-0.470000,-1.340000
5I9E,0.313800,0.334600,0.296400,0.362400,2.800000,12666,1.740000,-2.780000
1HTN,0.187200,0.214200,0.157000,0.199500,2.800026,1250,3.020000,1.470000
5XUQ,0.218100,0.267800,0.175100,0.259200,2.800031,1959,4.300000,0.860000
1W8A,0.213200,0.267200,0.173800,0.218700,2.800037,1470,3.940000,4.850000
4PDE,0.224800,0.270000,0.204800,0.279900,2.800053,1935,2.000000,-0.990000
1WD8,0.224600,0.282400,0.240000,0.296000,2.800085,4382,-1.540000,-1.360000
3FBI,0.195500,0.229500,0.215000,0.229400,2.800135,2436,-1.950000,0.010000
2OD8,0.259100,0.332700,0.239200,0.315500,2.800199,2113,1.990000,1.720000
1V8Q,0.203800,0.201900,0.174600,0.226300,2.800227,2142,2.920000,-2.440000
6FAD,0.244200,0.270800,0.234300,0.283700,2.800545,12099,0.990000,-1.290000
1F2N,0.488900,0.492500,0.530100,0.529900,2.800867,4730,-4.120000,-3.740000
7BV5,0.238600,0.255700,0.206500,0.249000,2.801004,8209,3.210000,0.670000
7CQL,0.201600,0.244800,0.213700,0.236400,2.801007,9663,-1.210000,0.840000
5JHO,0.231300,0.289800,0.239800,0.280200,2.801317,3784,-0.850000,0.960000
5C11,0.306400,0.366400,0.269700,0.311400,2.802717,457,3.670000,5.500000
6AF3,0.289500,0.317200,0.260900,0.361400,2.803475,6717,2.860000,-4.420000
3SGN,0.206200,0.230700,0.218100,0.229900,2.806951,172,-1.190000,0.080000
2YGB,0.242600,0.240100,0.232300,0.235300,2.810016,12864,1.030000,0.480000
1VER,0.216800,0.257200,0.187300,0.232700,2.820304,867,2.950000,2.450000
3OPB,0.265800,0.296100,0.252400,0.309600,2.828549,12015,1.340000,-1.350000
5AD0,0.278900,0.335900,0.203900,0.333200,2.838758,3063,7.500000,0.270000
7EWF,0.238900,0.263700,0.224900,0.271600,2.850030,6123,1.400000,-0.790000
7LF4,0.296200,0.305500,0.252300,0.295800,2.850077,6859,4.390000,0.970000
3PZ8,0.225100,0.271500,0.234100,0.289000,2.873268,5409,-0.900000,-1.750000
4OC8,0.239700,0.283900,0.231700,0.293500,2.883917,9516,0.800000,-0.960000
6AF0,0.251200,0.276700,0.233700,0.272600,2.884015,8372,1.750000,0.410000
1R1K,0.226300,0.292300,0.219700,0.289800,2.896923,3887,0.660000,0.250000
3TIX,0.234800,0.271900,0.208500,0.273400,2.900002,9309,2.630000,-0.150000
4WD7,0.239000,0.268600,0.221700,0.242800,2.900006,10651,1.730000,2.580000
5VLP,0.209400,0.234200,0.188300,0.226300,2.900014,7814,2.110000,0.790000
3W3T,0.239300,0.275800,0.229300,0.284100,2.900030,7845,1.000000,-0.830000
2YJT,0.239600,0.251600,0.209900,0.248300,2.900150,4993,2.970000,0.330000
2ZME,0.225100,0.278000,0.232800,0.308300,2.900152,5127,-0.770000,-3.030000
3SHW,0.253100,0.303200,0.216700,0.286200,2.901063,2759,3.640000,1.700000
7F9M,0.282800,0.303000,0.291700,0.316100,2.901076,3896,-0.890000,-1.310000
3MV2,0.289200,0.309800,0.266500,0.321400,2.904930,14273,2.270000,-1.160000
5GJM,0.189700,0.231800,0.159900,0.234500,2.905603,5913,2.980000,-0.270000
2PK9,0.278700,0.315700,0.275800,0.335500,2.906443,8018,0.290000,-1.980000
5IL5,0.263900,0.322200,0.182200,0.334600,2.910089,4140,8.170000,-1.240000
5IY4,0.264100,0.286900,0.221700,0.286800,2.945057,6099,4.240000,0.010000
6T80,0.288500,0.326200,0.245200,0.306800,2.990346,7240,4.330000,1.940000
1N3N,0.242700,0.257600,0.212400,0.261800,2.995397,12803,3.030000,-0.420000
6A93,0.298800,0.325000,0.240200,0.320100,3.000016,5889,5.860000,0.490000
6URI,0.282300,0.309600,0.259300,0.331000,3.000026,12263,2.300000,-2.140000
4CKT,0.361500,0.361700,0.300400,0.354900,3.000176,2052,6.110000,0.680000
