code,rwork_torchref,rfree_torchref,rwork_phenix,rfree_phenix,d_min,n_atoms,delta_rwork,delta_rfree
5XRW,0.210300,0.241100,0.203200,0.254700,2.500056,2486,0.710000,-1.360000
6PJQ,0.268500,0.362700,0.266900,0.389400,2.500062,1424,0.160000,-2.670000
1FSI,0.227900,0.261800,0.215200,0.252700,2.500125,4413,1.270000,0.910000
4ME9,0.219400,0.251400,0.203300,0.251700,2.500178,3058,1.610000,-0.030000
3LOC,0.245500,0.258200,0.212100,0.246400,2.500386,6366,3.340000,1.180000
1HNO,0.191700,0.219000,0.175200,0.209900,2.500386,2165,1.650000,0.910000
1Y7O,0.206500,0.236600,0.188200,0.245800,2.500453,9601,1.830000,-0.920000
1F97,0.212600,0.252300,0.143300,0.182100,2.500748,1637,6.930000,7.020000
1PJR,0.203300,0.237400,0.188400,0.226900,2.500937,5278,1.490000,1.050000
3MML,0.193800,0.223500,0.182200,0.220800,2.501158,15919,1.160000,0.270000
4L7Z,0.212200,0.222400,0.185600,0.228300,2.501610,16961,2.660000,-0.590000
1OMW,0.268400,0.320600,0.227500,0.291100,2.501853,8151,4.090000,2.950000
3TSZ,0.240300,0.305700,0.221400,0.302600,2.502024,2849,1.890000,0.310000
1Y98,0.239100,0.256800,0.230700,0.254400,2.502342,1840,0.840000,0.240000
2NVN,0.235300,0.283400,0.212000,0.245200,2.502891,987,2.330000,3.820000
6HFG,0.274200,0.297200,0.258900,0.275900,2.503104,899,1.530000,2.130000
1O5T,0.238600,0.281200,0.235400,0.289600,2.503524,3163,0.320000,-0.840000
4OIL,0.204700,0.247400,0.200000,0.260600,2.504745,2072,0.470000,-1.320000
3N39,0.223200,0.288900,0.206900,0.279500,2.504823,6680,1.630000,0.940000
4O92,0.239100,0.304600,0.227200,0.286400,2.508673,1538,1.190000,1.820000
5GHR,0.234900,0.265300,0.219600,0.261600,2.509007,7174,1.530000,0.370000
2ZIU,0.239900,0.286900,0.235800,0.287700,2.511469,4296,0.410000,-0.080000
4ZUT,0.243000,0.275100,0.231800,0.251400,2.512019,3197,1.120000,2.370000
6RPT,0.268000,0.289600,0.256800,0.304400,2.517931,4658,1.120000,-1.480000
4B18,0.210800,0.245000,0.210500,0.253800,2.519944,3464,0.030000,-0.880000
4UW7,0.232100,0.268800,0.231200,0.282000,2.520001,6271,0.090000,-1.320000
5D5H,0.223600,0.247600,0.212900,0.256900,2.520025,5453,1.070000,-0.930000
6R6T,0.228700,0.274700,0.218700,0.279900,2.534542,6998,1.000000,-0.520000
2B3X,0.177500,0.222900,0.168200,0.236700,2.540323,7109,0.930000,-1.380000
5J9K,0.239700,0.296500,0.240800,0.310800,2.550018,3640,-0.110000,-1.430000
6L9F,0.228400,0.283600,0.204200,0.263200,2.554628,3847,2.420000,2.040000
5IAW,0.210200,0.234700,0.204500,0.267300,2.580052,4000,0.570000,-3.260000
1TML,0.170500,0.205300,0.115600,0.176700,2.582427,2218,5.490000,2.860000
2AG0,0.216200,0.243500,0.196500,0.245900,2.583379,16902,1.970000,-0.240000
1UTB,0.227800,0.251100,0.216400,0.241100,2.587790,3598,1.140000,1.000000
1ZJ8,0.260100,0.291700,0.233600,0.303600,2.589994,8798,2.650000,-1.190000
2E1M,0.240600,0.303000,0.225000,0.299400,2.593267,4807,1.560000,0.360000
3WIM,0.227700,0.263200,0.191200,0.255300,2.593392,1099,3.650000,0.790000
3FVE,0.242500,0.277000,0.222300,0.273700,2.593823,2061,2.020000,0.330000
5U6K,0.285800,0.310100,0.285300,0.318500,2.594510,11899,0.050000,-0.840000
6M20,0.257900,0.299400,0.248900,0.294700,2.595396,15304,0.900000,0.470000
5SVE,0.215000,0.263800,0.211900,0.272700,2.596018,4339,0.310000,-0.890000
3MKR,0.220500,0.238500,0.210800,0.239700,2.597412,4908,0.970000,-0.120000
3A58,0.226100,0.260400,0.219100,0.264800,2.597802,8792,0.700000,-0.440000
4H9D,0.245200,0.292100,0.221700,0.294400,2.598890,2245,2.350000,-0.230000
4HJW,0.199900,0.217900,0.190900,0.226800,2.599973,8976,0.900000,-0.890000
1GQ9,0.234300,0.280600,0.192100,0.280500,2.600001,3990,4.220000,0.010000
2XPI,0.220900,0.273200,0.216600,0.283900,2.600004,8679,0.430000,-1.070000
5ETA,0.230600,0.269000,0.224200,0.267400,2.600006,5685,0.640000,0.160000
1P16,0.200100,0.256100,0.187800,0.254100,2.600012,7016,1.230000,0.200000
5CVR,0.248900,0.254300,0.220500,0.269700,2.600036,1626,2.840000,-1.540000
4CSO,0.205600,0.258800,0.185900,0.275500,2.600044,6948,1.970000,-1.670000
3VXU,0.344700,0.359000,0.312100,0.373100,2.600070,13256,3.260000,-1.410000
5EBB,0.295700,0.333600,0.265100,0.327500,2.600093,10414,3.060000,0.610000
3DOH,0.214900,0.244500,0.195900,0.253500,2.600097,6188,1.900000,-0.900000
5VQG,0.287400,0.317000,0.265800,0.311900,2.600104,1629,2.160000,0.510000
1BYW,0.237800,0.303800,0.217000,0.267200,2.600198,841,2.080000,3.660000
2ACJ,0.247800,0.289200,0.239900,0.286200,2.600296,2579,0.790000,0.300000
2FH9,0.261500,0.315400,0.242800,0.304300,2.601253,2162,1.870000,1.110000
1S1C,0.213700,0.275400,0.200000,0.285100,2.602965,4072,1.370000,-0.970000
4QQR,0.214700,0.268200,0.205100,0.257900,2.602990,4352,0.960000,1.030000
6Z3U,0.355300,0.378300,0.341200,0.388400,2.604033,11398,1.410000,-1.010000
7DUF,0.261000,0.295700,0.236100,0.263300,2.605150,847,2.490000,3.240000
3R0Q,0.277000,0.324300,0.254400,0.340100,2.606486,11025,2.260000,-1.580000
5OXW,0.222700,0.284200,0.189200,0.244700,2.610079,2845,3.350000,3.950000
6U75,0.242300,0.261900,0.222300,0.258200,2.631794,4237,2.000000,0.370000
6QAJ,0.401600,0.435600,0.378900,0.447200,2.631951,6963,2.270000,-1.160000
3U66,0.222300,0.318900,0.207800,0.302400,2.632760,1325,1.450000,1.650000
3UN9,0.224500,0.274900,0.223100,0.291600,2.650017,6679,0.140000,-1.670000
4MJG,0.238100,0.276400,0.214700,0.270200,2.650048,2742,2.340000,0.620000
6N5U,0.226100,0.267800,0.219100,0.282900,2.660577,3952,0.700000,-1.510000
4WIP,0.313600,0.378000,0.304600,0.364900,2.691123,1994,0.900000,1.310000
3SUZ,0.257500,0.291700,0.257500,0.313400,2.693661,2185,0.000000,-2.170000
3THF,0.252700,0.275800,0.246300,0.275800,2.695052,2749,0.640000,0.000000
3KG6,0.229100,0.261900,0.206800,0.258600,2.696005,8859,2.230000,0.330000
6A57,0.247300,0.290000,0.210900,0.259300,2.698095,1746,3.640000,3.070000
4E8U,0.276500,0.307500,0.260500,0.280900,2.699338,2660,1.600000,2.660000
4HKA,0.235600,0.255600,0.219300,0.243500,2.699767,2940,1.630000,1.210000
5ME9,0.222800,0.251400,0.212600,0.262300,2.700001,9216,1.020000,-1.090000
6XZ6,0.218800,0.232000,0.205800,0.239500,2.700024,4371,1.300000,-0.750000
5C7F,0.244200,0.268900,0.237100,0.283200,2.700048,6841,0.710000,-1.430000
3OCB,0.219700,0.254500,0.195800,0.247600,2.700051,5519,2.390000,0.690000
6R0L,0.269900,0.319600,0.195700,0.321100,2.700563,1376,7.420000,-0.150000
2IO7,0.227100,0.255600,0.190200,0.264200,2.701319,9983,3.690000,-0.860000
7CFD,0.256800,0.290900,0.246900,0.320300,2.703675,12199,0.990000,-2.940000
1CI0,0.233000,0.272400,0.208700,0.280700,2.703708,3441,2.430000,-0.830000
5JTA,0.231900,0.262300,0.215100,0.241300,2.717681,4400,1.680000,2.100000
6VPT,0.231000,0.253900,0.211100,0.277300,2.718242,3789,1.990000,-2.340000
5K6S,0.221000,0.238700,0.208500,0.230700,2.718681,2783,1.250000,0.800000
5J0A,0.230400,0.258300,0.218800,0.251800,2.739012,4975,1.160000,0.650000
3AQG,0.219300,0.280600,0.203800,0.307900,2.744165,2192,1.550000,-2.730000
5DA1,0.237300,0.289500,0.230900,0.305700,2.750053,3400,0.640000,-1.620000
2BTY,0.225400,0.254100,0.213100,0.251200,2.750067,6503,1.230000,0.290000
6YFV,0.261500,0.295900,0.240000,0.303600,2.750181,4599,2.150000,-0.770000
6SXW,0.263800,0.283000,0.276500,0.318600,2.750638,570,-1.270000,-3.560000
3AV4,0.252800,0.293500,0.234900,0.295000,2.752139,9156,1.790000,-0.150000
4GKN,0.239800,0.272600,0.234600,0.290900,2.753132,6422,0.520000,-1.830000
5WJQ,0.238300,0.310800,0.210600,0.301100,2.793988,3350,2.770000,0.970000
2A3V,0.222800,0.258300,0.209100,0.262900,2.798933,13236,1.370000,-0.460000
3BVQ,0.243700,0.268200,0.239600,0.274200,2.799061,5160,0.410000,-0.600000
6AGI,0.238500,0.276700,0.220400,0.278500,2.799413,5061,1.810000,-0.180000
6I1R,0.260900,0.284700,0.213800,0.256900,2.799924,4897,4.710000,2.780000
1AQ3,0.521700,0.526600,0.510500,0.533400,2.800000,3702,1.120000,-0.680000
5I9E,0.310800,0.343900,0.296400,0.362400,2.800000,12666,1.440000,-1.850000
1HTN,0.201600,0.206000,0.157000,0.199500,2.800026,1250,4.460000,0.650000
5XUQ,0.191500,0.255800,0.175100,0.259200,2.800031,1959,1.640000,-0.340000
1W8A,0.196600,0.230200,0.173800,0.218700,2.800037,1470,2.280000,1.150000
4PDE,0.217700,0.262700,0.204800,0.279900,2.800053,1935,1.290000,-1.720000
1WD8,0.237300,0.282000,0.240000,0.296000,2.800085,4382,-0.270000,-1.400000
3FBI,0.212200,0.235200,0.215000,0.229400,2.800135,2436,-0.280000,0.580000
2OD8,0.266400,0.329800,0.239200,0.315500,2.800199,2113,2.720000,1.430000
1V8Q,0.200700,0.219300,0.174600,0.226300,2.800227,2142,2.610000,-0.700000
6FAD,0.250900,0.265000,0.234300,0.283700,2.800545,12099,1.660000,-1.870000
1F2N,0.512900,0.512200,0.530100,0.529900,2.800867,4730,-1.720000,-1.770000
7BV5,0.224600,0.247600,0.206500,0.249000,2.801004,8209,1.810000,-0.140000
7CQL,0.216200,0.240800,0.213700,0.236400,2.801007,9663,0.250000,0.440000
5JHO,0.243800,0.296600,0.239800,0.280200,2.801317,3784,0.400000,1.640000
5C11,0.285800,0.370000,0.269700,0.311400,2.802717,457,1.610000,5.860000
6AF3,0.256600,0.316500,0.260900,0.361400,2.803475,6717,-0.430000,-4.490000
3SGN,0.204500,0.220300,0.218100,0.229900,2.806951,172,-1.360000,-0.960000
2YGB,0.246800,0.244100,0.232300,0.235300,2.810016,12864,1.450000,0.880000
1VER,0.206700,0.247400,0.187300,0.232700,2.820304,867,1.940000,1.470000
3OPB,0.272500,0.307600,0.252400,0.309600,2.828549,12015,2.010000,-0.200000
5AD0,0.262100,0.340000,0.203900,0.333200,2.838758,3063,5.820000,0.680000
7EWF,0.234700,0.263300,0.224900,0.271600,2.850030,6123,0.980000,-0.830000
7LF4,0.276600,0.300800,0.252300,0.295800,2.850077,6859,2.430000,0.500000
3PZ8,0.238400,0.281000,0.234100,0.289000,2.873268,5409,0.430000,-0.800000
4OC8,0.235200,0.282300,0.231700,0.293500,2.883917,9516,0.350000,-1.120000
6AF0,0.248600,0.279900,0.233700,0.272600,2.884015,8372,1.490000,0.730000
1R1K,0.229000,0.290600,0.219700,0.289800,2.896923,3887,0.930000,0.080000
3TIX,0.224000,0.266400,0.208500,0.273400,2.900002,9309,1.550000,-0.700000
4WD7,0.252900,0.279000,0.221700,0.242800,2.900006,10651,3.120000,3.620000
5VLP,0.204000,0.228400,0.188300,0.226300,2.900014,7814,1.570000,0.210000
3W3T,0.230000,0.277500,0.229300,0.284100,2.900030,7845,0.070000,-0.660000
2YJT,0.233300,0.263700,0.209900,0.248300,2.900150,4993,2.340000,1.540000
2ZME,0.234100,0.295700,0.232800,0.308300,2.900152,5127,0.130000,-1.260000
3SHW,0.258600,0.313000,0.216700,0.286200,2.901063,2759,4.190000,2.680000
7F9M,0.283400,0.308600,0.291700,0.316100,2.901076,3896,-0.830000,-0.750000
3MV2,0.276500,0.312100,0.266500,0.321400,2.904930,14273,1.000000,-0.930000
5GJM,0.180200,0.227800,0.159900,0.234500,2.905603,5913,2.030000,-0.670000
2PK9,0.281900,0.316600,0.275800,0.335500,2.906443,8018,0.610000,-1.890000
5IL5,0.232600,0.323100,0.182200,0.334600,2.910089,4140,5.040000,-1.150000
5IY4,0.246400,0.283100,0.221700,0.286800,2.945057,6099,2.470000,-0.370000
6T80,0.249000,0.312300,0.245200,0.306800,2.990346,7240,0.380000,0.550000
1N3N,0.237200,0.254600,0.212400,0.261800,2.995397,12803,2.480000,-0.720000
6A93,0.286900,0.331300,0.240200,0.320100,3.000016,5889,4.670000,1.120000
6URI,0.273900,0.310300,0.259300,0.331000,3.000026,12263,1.460000,-2.070000
4CKT,0.337100,0.353900,0.300400,0.354900,3.000176,2052,3.670000,-0.100000
