code,engine,r_work,r_free
3M1T,phenix,0.3714,0.3774
3M1T,torchref,0.3433,0.3743
3M91,prediction,0.5825,0.5694
3M91,refmac,0.4979,0.5144
3M91,phenix,0.5333,0.5603
3M91,torchref,0.4897,0.5078
3MB2,prediction,0.4751,0.4832
3MB2,refmac,0.3934,0.427
3MB2,phenix,0.4195,0.454
3MB2,torchref,0.4091,0.4344
3MKR,prediction,0.401,0.3931
3MKR,refmac,0.2279,0.2668
3MKR,phenix,0.2427,0.2797
3MKR,torchref,0.2338,0.2799
3ML3,prediction,0.4273,0.4417
3ML3,refmac,0.2835,0.3181
3ML3,phenix,0.2991,0.3187
3ML3,torchref,0.2669,0.2998
3MML,prediction,0.4326,0.4317
3MML,refmac,0.2679,0.3131
3MML,phenix,0.2776,0.316
3MML,torchref,0.2659,0.3173
3MQ2,prediction,0.4498,0.4327
3MQ2,refmac,0.2959,0.3247
3MQ2,phenix,0.3062,0.3367
3MQ2,torchref,0.2844,0.3311
3MV2,prediction,0.4166,0.4165
3MV2,refmac,0.2944,0.3631
3MV2,phenix,0.2783,0.3437
3MV2,torchref,0.2767,0.3361
3MYU,prediction,0.3642,0.3774
3MYU,refmac,0.2551,0.2997
3MYU,phenix,0.2626,0.3039
3MYU,torchref,0.2465,0.3079
3N39,prediction,0.3779,0.4014
3N39,refmac,0.2177,0.2923
3N39,phenix,0.2348,0.2935
3N39,torchref,0.2221,0.2867
3N55,prediction,0.4038,0.4037
3N55,refmac,0.2984,0.3082
3N55,phenix,0.3057,0.3097
3N55,torchref,0.2887,0.3139
3N5L,prediction,0.3812,0.3885
3N5L,refmac,0.2809,0.3035
3N5L,phenix,0.2844,0.3113
3N5L,torchref,0.2745,0.3154
3N74,prediction,0.3385,0.3413
3N74,refmac,0.2308,0.2726
3N74,phenix,0.229,0.2775
3N74,torchref,0.2257,0.2807
3N9U,prediction,0.3982,0.399
3N9U,refmac,0.2897,0.3205
3N9U,phenix,0.2884,0.3079
3N9U,torchref,0.2747,0.3102
3NJB,prediction,0.4359,0.4474
3NJB,refmac,0.2606,0.3038
3NJB,phenix,0.2673,0.307
3NJB,torchref,0.2698,0.3104
3NJE,prediction,0.4342,0.4421
3NJE,refmac,0.2858,0.3112
3NJE,phenix,0.2985,0.3269
3NJE,torchref,0.2586,0.3
3NO8,prediction,0.3899,0.3981
3NO8,refmac,0.2639,0.3215
3NO8,phenix,0.2713,0.3248
3NO8,torchref,0.2547,0.3228
3NYY,prediction,0.3862,0.3983
3NYY,refmac,0.2924,0.3204
3NYY,torchref,0.2841,0.3348
3OAP,prediction,0.389,0.3996
3OAP,refmac,0.25,0.2646
3OAP,phenix,0.265,0.2654
3OAP,torchref,0.2387,0.2741
3OC7,prediction,0.4213,0.3919
3OC7,refmac,0.232,0.2561
3OC7,phenix,0.2394,0.26
3OC7,torchref,0.22,0.2588
3OEC,prediction,0.3987,0.3909
3OEC,refmac,0.2654,0.2979
3OEC,phenix,0.2597,0.2943
3OEC,torchref,0.2451,0.2883
3OFJ,prediction,0.4064,0.4325
3OFJ,refmac,0.2818,0.3648
3OFJ,phenix,0.2395,0.3305
3OFJ,torchref,0.2338,0.3172
3OOQ,prediction,0.3302,0.3292
3OOQ,refmac,0.2535,0.303
3OOQ,phenix,0.2574,0.3012
3OOQ,torchref,0.2495,0.3081
3P86,prediction,0.4332,0.4395
3P86,refmac,0.2333,0.287
3P86,phenix,0.2544,0.2919
3P86,torchref,0.2405,0.2992
3PFY,prediction,0.4841,0.4697
3PFY,refmac,0.356,0.3852
3PFY,phenix,0.3705,0.3927
3PFY,torchref,0.3411,0.375
3PPU,prediction,0.3136,0.3163
3PPU,refmac,0.2246,0.2674
3PPU,phenix,0.2343,0.2708
3PPU,torchref,0.2251,0.2749
3PZ8,prediction,0.3983,0.3941
3PZ8,refmac,0.2562,0.311
3PZ8,phenix,0.2809,0.3207
3PZ8,torchref,0.2664,0.3236
3QC1,prediction,0.4954,0.4466
3QC1,refmac,0.3065,0.3601
3QC1,phenix,0.3687,0.3907
3QC1,torchref,0.3376,0.3871
3QDO,prediction,0.4584,0.4511
3QDO,refmac,0.35,0.3809
3QDO,torchref,0.3187,0.3604
3QKL,prediction,0.4424,0.4261
3QKL,refmac,0.3173,0.3363
3QKL,phenix,0.3012,0.3163
3QKL,torchref,0.2676,0.318
3QLA,prediction,0.5078,0.5159
3QLA,refmac,0.4101,0.4243
3QLA,phenix,0.3701,0.3879
3QLA,torchref,0.3998,0.4187
3QNM,prediction,0.3628,0.356
3QNM,refmac,0.292,0.3224
3QNM,phenix,0.2964,0.314
3QNM,torchref,0.2836,0.3235
3QTA,prediction,0.4719,0.4469
3QTA,refmac,0.3408,0.3673
3QTA,phenix,0.343,0.366
3QTA,torchref,0.3281,0.3627
3QVJ,prediction,0.3559,0.3466
3QVJ,refmac,0.2719,0.3167
3QVJ,phenix,0.2749,0.3096
3QVJ,torchref,0.2651,0.33
3R0Q,prediction,0.3491,0.3586
3R0Q,refmac,0.26,0.3444
3R0Q,phenix,0.2547,0.3278
3R0Q,torchref,0.2562,0.3351
3R6B,prediction,0.5646,0.5379
3R6B,refmac,0.5422,0.5469
3R6B,phenix,0.4898,0.5243
3R6B,torchref,0.501,0.5235
3RAZ,prediction,0.362,0.3605
3RAZ,refmac,0.3048,0.3473
3RAZ,phenix,0.2836,0.3394
3RAZ,torchref,0.2661,0.3532
3RLE,prediction,0.5168,0.5443
3RLE,refmac,0.4579,0.4999
3RLE,phenix,0.4567,0.4986
3RLE,torchref,0.4638,0.5084
3RQ4,prediction,0.4256,0.4391
3RQ4,refmac,0.2918,0.3351
3RQ4,phenix,0.3012,0.337
3RQ4,torchref,0.2762,0.3209
3RST,prediction,0.3704,0.3544
3RST,refmac,0.2133,0.2527
3RST,phenix,0.223,0.2554
3RST,torchref,0.2126,0.2546
3SF5,prediction,0.3834,0.3605
3SF5,refmac,0.2122,0.2874
3SF5,phenix,0.2152,0.287
3SF5,torchref,0.2121,0.2917
3SHW,prediction,0.404,0.4057
3SHW,refmac,0.2386,0.3022
3SHW,phenix,0.2416,0.3079
3SHW,torchref,0.2466,0.3022
3SOL,prediction,0.4733,0.4838
3SOL,refmac,0.2955,0.3262
3SOL,phenix,0.3011,0.3472
3SOL,torchref,0.2774,0.3313
3SUZ,prediction,0.5178,0.4936
3SUZ,refmac,0.3994,0.468
3SUZ,phenix,0.4093,0.4691
3SUZ,torchref,0.4019,0.4443
3T0Q,prediction,0.4696,0.4777
3T0Q,refmac,0.3181,0.3744
3T0Q,phenix,0.3014,0.3702
3T0Q,torchref,0.2858,0.3582
3T9O,prediction,0.3932,0.337
3T9O,refmac,0.2447,0.2712
3T9O,phenix,0.2507,0.2879
3T9O,torchref,0.239,0.2915
3TCO,prediction,0.3871,0.3982
3TCO,refmac,0.2471,0.2862
3TCO,phenix,0.2485,0.2737
3TCO,torchref,0.2301,0.2805
3THF,prediction,0.4678,0.4443
3THF,refmac,0.2556,0.2812
3THF,phenix,0.2858,0.3108
3THF,torchref,0.2789,0.3064
3TIX,prediction,0.4195,0.4259
3TIX,refmac,0.3133,0.3852
3TIX,phenix,0.3274,0.3831
3TIX,torchref,0.3222,0.3817
3TSZ,prediction,0.3973,0.4136
3TSZ,refmac,0.2593,0.3112
3TSZ,phenix,0.2753,0.3472
3TSZ,torchref,0.2593,0.32
3TU7,prediction,0.4814,0.5361
3TU7,refmac,0.3696,0.4707
3TU7,phenix,0.3486,0.4432
3TU7,torchref,0.3774,0.454
3TVA,prediction,0.4084,0.3996
3TVA,refmac,0.2563,0.2803
3TVA,phenix,0.2698,0.2875
3TVA,torchref,0.2524,0.2876
3U1D,prediction,0.4501,0.4442
3U1D,refmac,0.3117,0.3635
3U1D,phenix,0.3216,0.3616
3U1D,torchref,0.303,0.3668
3U2A,prediction,0.4495,0.4234
3U2A,refmac,0.3415,0.3502
3U2A,phenix,0.3489,0.3518
3U2A,torchref,0.3262,0.3515
3U66,prediction,0.4074,0.4745
3U66,refmac,0.3114,0.4206
3U66,phenix,0.3163,0.4289
3U66,torchref,0.3086,0.4459
3U9L,prediction,0.4121,0.4079
3U9L,refmac,0.2702,0.3034
3U9L,phenix,0.2768,0.3126
3U9L,torchref,0.2655,0.316
3UJ6,prediction,0.3324,0.3458
3UJ6,refmac,0.2482,0.3068
3UJ6,torchref,0.2357,0.3016
3UN9,prediction,0.4508,0.4521
3UN9,refmac,0.3157,0.4014
3UN9,phenix,0.3364,0.4116
3UN9,torchref,0.3137,0.4011
3UNG,prediction,0.4699,0.4798
3UNG,refmac,0.2667,0.3149
3UNG,phenix,0.3084,0.3488
3UNG,torchref,0.2799,0.33
3UTN,prediction,0.5005,0.5054
3UTN,refmac,0.2607,0.2885
3UTN,phenix,0.2494,0.2747
3UTN,torchref,0.2474,0.2861
3UVO,prediction,0.3581,0.393
3UVO,refmac,0.247,0.3174
3UVO,phenix,0.2597,0.3242
3UVO,torchref,0.2412,0.3366
3V70,prediction,0.3442,0.3709
3V70,refmac,0.2327,0.3111
3V70,phenix,0.2445,0.3193
3V70,torchref,0.2287,0.3153
3VD8,prediction,0.5564,0.5825
3VD8,refmac,0.5217,0.6178
3VD8,phenix,0.5214,0.6241
3VD8,torchref,0.5553,0.5856
3VEP,prediction,0.5464,0.5314
3VEP,refmac,0.5226,0.5631
3VEP,phenix,0.5318,0.5445
3VEP,torchref,0.5113,0.5394
3VFO,prediction,0.5237,0.5273
3VFO,refmac,0.5149,0.5415
3VFO,phenix,0.4334,0.4531
3VFO,torchref,0.4439,0.4792
3VFP,prediction,0.6145,0.6101
3VFP,refmac,0.5987,0.6037
3VFP,phenix,0.5433,0.5585
3VFP,torchref,0.5648,0.5804
3VHL,prediction,0.4847,0.4889
3VHL,refmac,0.329,0.4
3VHL,phenix,0.3079,0.3939
3VHL,torchref,0.2813,0.3768
3VPB,prediction,0.4383,0.4328
3VPB,refmac,0.2848,0.3112
3VPB,phenix,0.2817,0.3058
3VPB,torchref,0.2668,0.2968
3VRJ,prediction,0.4743,0.4736
3VRJ,refmac,0.3552,0.4022
3VRJ,phenix,0.3555,0.4066
3VRJ,torchref,0.3408,0.4061
3VSM,prediction,0.4309,0.4166
3VSM,refmac,0.2403,0.2859
3VSM,phenix,0.2432,0.2886
3VSM,torchref,0.2314,0.2863
3VST,prediction,0.3925,0.389
3VST,refmac,0.2347,0.2563
3VST,phenix,0.2395,0.2582
3VST,torchref,0.2257,0.2576
3VUQ,prediction,0.479,0.4824
3VUQ,refmac,0.326,0.3625
3VUQ,phenix,0.2942,0.3265
3VUQ,torchref,0.2753,0.3217
3VYN,prediction,0.3072,0.3143
3VYN,refmac,0.2014,0.2494
3VYN,phenix,0.2042,0.2485
3VYN,torchref,0.2009,0.2539
3W0L,prediction,0.4277,0.4326
3W0L,refmac,0.2925,0.3734
3W0L,phenix,0.304,0.3686
3W0L,torchref,0.3222,0.3926
3W3T,prediction,0.4442,0.4308
3W3T,refmac,0.2787,0.3677
3W3T,phenix,0.2786,0.3475
3W3T,torchref,0.2582,0.3315
3W3W,prediction,0.4331,0.4303
3W3W,refmac,0.3013,0.3362
3W3W,phenix,0.2876,0.3104
3W3W,torchref,0.2756,0.3102
3W56,prediction,0.4133,0.4222
3W56,refmac,0.3083,0.3561
3W56,phenix,0.3082,0.3362
3W56,torchref,0.2933,0.3354
3W8W,prediction,0.4421,0.4494
3W8W,refmac,0.2744,0.3157
3W8W,phenix,0.2793,0.3243
3W8W,torchref,0.2622,0.3264
3WNV,prediction,0.4107,0.4142
3WNV,refmac,0.2737,0.3169
3WNV,phenix,0.2747,0.3115
3WNV,torchref,0.2599,0.3102
3WTQ,prediction,0.3987,0.4121
3WTQ,refmac,0.2842,0.3086
3WTQ,phenix,0.3006,0.3243
3WTQ,torchref,0.2746,0.3074
3WW1,prediction,0.3508,0.3628
3WW1,refmac,0.2272,0.2665
3WW1,phenix,0.2299,0.2697
3WW1,torchref,0.2182,0.2801
3X0X,prediction,0.3363,0.3319
3X0X,refmac,0.2181,0.271
3X0X,phenix,0.2268,0.2756
3X0X,torchref,0.2148,0.2782
3ZH9,prediction,0.4707,0.4688
3ZH9,refmac,0.2751,0.3052
3ZH9,phenix,0.2795,0.2967
3ZH9,torchref,0.2611,0.2996
3ZIE,prediction,0.3895,0.4117
3ZIE,refmac,0.2619,0.313
3ZIE,phenix,0.2585,0.3014
3ZIE,torchref,0.2467,0.3089
4AK1,prediction,0.4934,0.4914
4AK1,refmac,0.4597,0.4802
4AK1,phenix,0.4395,0.4609
4AK1,torchref,0.4359,0.4626
4ALY,prediction,0.352,0.331
4ALY,refmac,0.2351,0.262
4ALY,phenix,0.2369,0.2656
4ALY,torchref,0.2302,0.2793
4AOM,prediction,0.4075,0.4314
4AOM,refmac,0.2809,0.337
4AOM,phenix,0.2688,0.3317
4AOM,torchref,0.2579,0.3269
4AUP,prediction,0.3605,0.3786
4AUP,refmac,0.2743,0.3319
4AUP,phenix,0.2814,0.3443
4AUP,torchref,0.2676,0.3458
4B18,prediction,0.4097,0.4137
4B18,refmac,0.2679,0.3203
4B18,phenix,0.2444,0.2921
4B18,torchref,0.2291,0.298
4BU1,prediction,0.523,0.5328
4BU1,refmac,0.4395,0.5032
4BU1,phenix,0.4287,0.4985
4BU1,torchref,0.3993,0.4833
4BVE,prediction,0.4467,0.4487
4BVE,refmac,0.2839,0.3117
4BVE,phenix,0.2883,0.3165
4BVE,torchref,0.2835,0.329
4BX9,prediction,0.4303,0.4406
4BX9,refmac,0.245,0.2962
4BX9,phenix,0.2666,0.3127
4BX9,torchref,0.2574,0.3144
4C1S,prediction,0.3514,0.3419
4C1S,refmac,0.2537,0.2995
4C1S,phenix,0.2525,0.2948
4C1S,torchref,0.2431,0.3003
4C6R,prediction,0.4345,0.4237
4C6R,refmac,0.2917,0.3397
4C6R,phenix,0.289,0.3275
4C6R,torchref,0.2763,0.3264
4CE5,prediction,0.3483,0.3418
4CE5,refmac,0.249,0.2605
4CE5,phenix,0.2519,0.2593
4CE5,torchref,0.2444,0.2626
4CGB,prediction,0.5461,0.5659
4CGB,refmac,0.5372,0.5487
4CGB,phenix,0.5413,0.5415
4CGB,torchref,0.5418,0.5526
4CH9,prediction,0.3778,0.3688
4CH9,refmac,0.2679,0.2801
4CH9,phenix,0.2641,0.275
4CH9,torchref,0.243,0.2633
4CKT,prediction,0.4569,0.416
4CKT,refmac,0.3864,0.3978
4CKT,phenix,0.3518,0.4186
4CKT,torchref,0.4107,0.4186
4CLF,prediction,0.4926,0.5011
4CLF,refmac,0.3266,0.3815
4CLF,phenix,0.3239,0.3696
4CLF,torchref,0.3016,0.3493
4CSO,prediction,0.3633,0.3729
4CSO,refmac,0.213,0.3046
4CSO,phenix,0.2188,0.3105
4CSO,torchref,0.2113,0.306
4D51,prediction,0.4136,0.3897
4D51,refmac,0.2964,0.3216
4D51,phenix,0.2963,0.3167
4D51,torchref,0.2723,0.3217
4DA2,prediction,0.3431,0.3465
4DA2,refmac,0.2612,0.2925
4DA2,phenix,0.2623,0.2904
4DA2,torchref,0.2482,0.3033
4DOV,prediction,0.4716,0.4651
4DOV,refmac,0.3334,0.3486
4DOV,phenix,0.347,0.3476
4DOV,torchref,0.3188,0.346
4EOY,prediction,0.4621,0.4657
4EOY,refmac,0.3939,0.4467
4EOY,phenix,0.3838,0.4387
4EOY,torchref,0.3528,0.4367
4EWI,prediction,0.4544,0.466
4EWI,refmac,0.3526,0.4042
4EWI,phenix,0.3778,0.4534
4EWI,torchref,0.3584,0.4337
4EX5,prediction,0.4683,0.4626
4EX5,refmac,0.2594,0.2875
4EX5,phenix,0.2621,0.293
4EX5,torchref,0.2489,0.2858
4F0F,prediction,0.4639,0.4889
4F0F,refmac,0.3041,0.3463
4F0F,phenix,0.3152,0.3491
4F0F,torchref,0.2969,0.351
4F27,prediction,0.4165,0.4232
4F27,refmac,0.3023,0.3447
4F27,phenix,0.3219,0.3459
4F27,torchref,0.2805,0.3459
4FC4,prediction,0.2828,0.2761
4FC4,refmac,0.2113,0.2464
4FC4,phenix,0.2186,0.2472
4FC4,torchref,0.2078,0.2566
4FE9,prediction,0.3637,0.3666
4FE9,refmac,0.2575,0.2792
4FE9,phenix,0.2583,0.2803
4FE9,torchref,0.2472,0.2849
4FIX,prediction,0.4263,0.4185
4FIX,refmac,0.2521,0.3112
4FIX,phenix,0.2599,0.2963
4FIX,torchref,0.2506,0.2991
4FYU,prediction,0.3989,0.3924
4FYU,refmac,0.2748,0.314
4FYU,phenix,0.271,0.3056
4FYU,torchref,0.2684,0.315
4G3H,prediction,0.4589,0.4682
4G3H,refmac,0.3255,0.3894
4G3H,phenix,0.3375,0.3995
4G3H,torchref,0.3089,0.3733
4GMV,prediction,0.39,0.3968
4GMV,refmac,0.2561,0.3242
4GMV,phenix,0.2608,0.3341
4GMV,torchref,0.25,0.3261
4H9D,prediction,0.4663,0.4536
4H9D,refmac,0.3205,0.3972
4H9D,phenix,0.3362,0.3926
4H9D,torchref,0.3081,0.3742
4HIA,prediction,0.4264,0.403
4HIA,refmac,0.2848,0.3434
4HIA,phenix,0.2903,0.3393
4HIA,torchref,0.2782,0.3441
4HJW,prediction,0.3844,0.3833
4HJW,refmac,0.2362,0.2944
4HJW,phenix,0.2569,0.3023
4HJW,torchref,0.2428,0.3055
4HKA,prediction,0.4286,0.4011
4HKA,refmac,0.2446,0.2925
4HKA,phenix,0.2772,0.305
4HKA,torchref,0.2579,0.2825
4HUJ,prediction,0.4273,0.4397
4HUJ,refmac,0.2784,0.3125
4HUJ,phenix,0.281,0.3132
4HUJ,torchref,0.268,0.324
4ICH,prediction,0.4065,0.3909
4ICH,refmac,0.2682,0.3277
4ICH,phenix,0.2764,0.3423
4ICH,torchref,0.2562,0.3268
4IDI,prediction,0.3665,0.3734
4IDI,refmac,0.293,0.3251
4IDI,phenix,0.2937,0.3154
4IDI,torchref,0.2802,0.3235
4JGX,prediction,0.4099,0.4122
4JGX,refmac,0.2441,0.292
4JGX,phenix,0.2593,0.2902
4JGX,torchref,0.2375,0.2905
4JHN,prediction,0.391,0.403
4JHN,refmac,0.2211,0.2513
4JHN,phenix,0.2275,0.2553
4JHN,torchref,0.2188,0.2563
4JLX,prediction,0.4416,0.4405
4JLX,refmac,0.2647,0.2986
4JLX,torchref,0.2548,0.2916
4JX2,prediction,0.4837,0.4916
4JX2,refmac,0.3671,0.4179
4JX2,phenix,0.3131,0.3671
4JX2,torchref,0.3355,0.3943
4K36,prediction,0.4405,0.4257
4K36,refmac,0.3093,0.3451
4K36,phenix,0.3163,0.3491
4K36,torchref,0.3025,0.3522
4KH9,prediction,0.3964,0.4227
4KH9,refmac,0.267,0.3141
4KH9,phenix,0.2765,0.3234
4KH9,torchref,0.26,0.3277
4KYQ,prediction,0.4089,0.4298
4KYQ,refmac,0.2606,0.3037
4KYQ,phenix,0.2775,0.3274
4KYQ,torchref,0.2467,0.3256
4L7Z,prediction,0.4303,0.425
4L7Z,refmac,0.2812,0.3306
4L7Z,phenix,0.3003,0.3436
4L7Z,torchref,0.2837,0.3442
4L9U,prediction,0.5548,0.5643
4L9U,refmac,0.4779,0.5175
4L9U,phenix,0.4937,0.5423
4L9U,torchref,0.555,0.5478
4LD7,prediction,0.3694,0.3644
4LD7,refmac,0.2473,0.3233
4LD7,phenix,0.2458,0.3168
4LD7,torchref,0.2506,0.3256
4LZ2,prediction,0.4218,0.4257
4LZ2,refmac,0.2925,0.3194
4LZ2,phenix,0.2994,0.3338
4LZ2,torchref,0.2754,0.3112
4MAA,prediction,0.3917,0.3687
4MAA,refmac,0.2445,0.2938
4MAA,phenix,0.2522,0.2975
4MAA,torchref,0.238,0.3026
4ME9,prediction,0.4407,0.4065
4ME9,refmac,0.2531,0.2944
4ME9,phenix,0.2653,0.309
4ME9,torchref,0.2452,0.3065
4MG5,prediction,0.3902,0.3928
4MG5,refmac,0.2632,0.306
4MG5,phenix,0.2871,0.3288
4MG5,torchref,0.2382,0.3049
4MG6,prediction,0.4058,0.4177
4MG6,refmac,0.2745,0.3407
4MG6,phenix,0.278,0.3369
4MG6,torchref,0.2349,0.3213
4MJG,prediction,0.3539,0.3422
4MJG,refmac,0.2454,0.33
4MJG,phenix,0.2552,0.3277
4MJG,torchref,0.2519,0.3248
4N39,prediction,0.4328,0.4198
4N39,refmac,0.3359,0.3665
4N39,phenix,0.3487,0.3766
4N39,torchref,0.3003,0.3572
4N5X,prediction,0.4586,0.4604
4N5X,refmac,0.3373,0.4219
4N5X,phenix,0.3369,0.409
4N5X,torchref,0.3392,0.4349
4NPJ,prediction,0.4814,0.4665
4NPJ,refmac,0.3365,0.363
4NPJ,phenix,0.3289,0.3438
4NPJ,torchref,0.3115,0.3494
4NUF,prediction,0.4406,0.4403
4NUF,refmac,0.3791,0.4296
4NUF,phenix,0.378,0.4329
4NUF,torchref,0.3761,0.4408
4NWZ,prediction,0.3865,0.3882
4NWZ,refmac,0.2734,0.3459
4NWZ,phenix,0.2848,0.3312
4NWZ,torchref,0.2805,0.3413
4O62,prediction,0.4664,0.4735
4O62,refmac,0.4083,0.4249
4O62,phenix,0.4153,0.4378
4O62,torchref,0.3937,0.4483
4O92,prediction,0.5489,0.5605
4O92,refmac,0.4129,0.4745
4O92,phenix,0.4261,0.458
4O92,torchref,0.532,0.54
4OC8,prediction,0.4926,0.5039
4OC8,refmac,0.3974,0.4533
4OC8,phenix,0.3991,0.446
4OC8,torchref,0.4019,0.4497
4OF8,prediction,0.4331,0.4127
4OF8,refmac,0.2717,0.3124
4OF8,phenix,0.2782,0.3084
4OF8,torchref,0.2626,0.3074
4OFF,prediction,0.5256,0.5084
4OFF,refmac,0.4433,0.5006
4OFF,phenix,0.4475,0.5368
4OFF,torchref,0.4396,0.5384
4OX3,prediction,0.3723,0.375
4OX3,refmac,0.2871,0.3259
4OX3,phenix,0.287,0.3211
4OX3,torchref,0.2725,0.317
4PDE,prediction,0.377,0.3652
4PDE,refmac,0.2173,0.2877
4PDE,phenix,0.2241,0.3004
4PDE,torchref,0.2422,0.3173
4PFS,prediction,0.3926,0.4047
4PFS,refmac,0.2397,0.313
4PFS,phenix,0.2462,0.3175
4PFS,torchref,0.2304,0.3129
4PQZ,prediction,0.3759,0.3612
4PQZ,refmac,0.2754,0.3009
4PQZ,phenix,0.2773,0.2836
4PQZ,torchref,0.2605,0.3296
4PRA,prediction,0.4829,0.4742
4PRA,refmac,0.4436,0.4614
4PRA,phenix,0.393,0.4266
4PRA,torchref,0.3619,0.4019
4PSI,prediction,0.4577,0.5438
4PSI,refmac,0.3675,0.4306
4PSI,phenix,0.4026,0.4963
4PSI,torchref,0.3739,0.4378
4PV4,prediction,0.418,0.4216
4PV4,refmac,0.2932,0.3321
4PV4,phenix,0.2951,0.3209
4PV4,torchref,0.291,0.3214
4Q13,prediction,0.3792,0.3953
4Q13,refmac,0.2487,0.2942
4Q13,phenix,0.2561,0.3009
4Q13,torchref,0.2504,0.3091
4Q63,prediction,0.4326,0.415
4Q63,refmac,0.3548,0.4211
4Q63,phenix,0.3469,0.4162
4Q63,torchref,0.2845,0.3628
4QH8,prediction,0.3955,0.3849
4QH8,refmac,0.2553,0.2946
4QH8,phenix,0.2462,0.2769
4QKO,prediction,0.4316,0.4447
4QKO,refmac,0.3027,0.3536
4QKO,phenix,0.3016,0.3486
4QKO,torchref,0.2897,0.3496
4QN8,prediction,0.3897,0.3919
4QN8,refmac,0.291,0.3191
4QN8,phenix,0.297,0.326
4QN8,torchref,0.2834,0.3354
4QQR,prediction,0.3869,0.4055
4QQR,refmac,0.2336,0.2954
4QQR,phenix,0.255,0.317
4QQR,torchref,0.24,0.3157
4QTP,prediction,0.3748,0.3935
4QTP,refmac,0.2569,0.288
4QTP,phenix,0.2585,0.2961
4QTP,torchref,0.2495,0.3
4QXA,prediction,0.4127,0.4356
4QXA,refmac,0.277,0.3483
4QXA,phenix,0.2911,0.3606
4QXA,torchref,0.2761,0.3564
4R10,prediction,0.3635,0.3512
4R10,refmac,0.2415,0.2649
4R10,phenix,0.2554,0.2712
4R10,torchref,0.2291,0.2606
4REV,prediction,0.4913,0.4762
4REV,refmac,0.355,0.3949
4REV,torchref,0.3383,0.4081
4RHO,prediction,0.4145,0.3804
4RHO,refmac,0.3226,0.3843
4RHO,phenix,0.334,0.3848
4RHO,torchref,0.3183,0.3888
4RK2,prediction,0.5137,0.5314
4RK2,refmac,0.431,0.4974
4RK2,phenix,0.4416,0.4935
4RK2,torchref,0.4254,0.5001
4RO5,prediction,0.4888,0.4907
4RO5,refmac,0.3973,0.4334
4RO5,phenix,0.3856,0.4212
4RO5,torchref,0.3737,0.4162
4RQM,prediction,0.4401,0.4419
4RQM,refmac,0.3217,0.3334
4RQM,phenix,0.3347,0.3404
4RQM,torchref,0.3041,0.3498
4TWL,prediction,0.3852,0.3962
4TWL,refmac,0.2452,0.3116
4TWL,phenix,0.2517,0.313
4TWL,torchref,0.2386,0.3025
4U7A,prediction,0.3649,0.3704
4U7A,refmac,0.2419,0.2687
4U7A,phenix,0.2538,0.2788
4U7A,torchref,0.2393,0.2719
4UCI,prediction,0.5283,0.5136
4UCI,refmac,0.4629,0.4828
4UCI,phenix,0.4629,0.493
4UCI,torchref,0.4628,0.4941
4UDA,prediction,0.4163,0.4075
4UDA,refmac,0.2919,0.306
4UDA,phenix,0.2878,0.316
4UDA,torchref,0.2626,0.293
4UDP,prediction,0.3293,0.3335
4UDP,refmac,0.2324,0.2694
4UDP,phenix,0.2304,0.2696
4UDP,torchref,0.2212,0.2788
4UWX,prediction,0.4373,0.4315
4UWX,refmac,0.3095,0.346
4UWX,phenix,0.3361,0.3786
4UWX,torchref,0.2834,0.3294
4UYI,prediction,0.4436,0.4701
4UYI,refmac,0.3113,0.3139
4UYI,phenix,0.3076,0.3123
4UYI,torchref,0.2915,0.3111
4V15,prediction,0.4079,0.4009
4V15,refmac,0.2444,0.2608
4V15,phenix,0.2504,0.2662
4V15,torchref,0.2362,0.2652
4W2R,prediction,0.3817,0.3822
4W2R,refmac,0.233,0.3082
4W2R,phenix,0.2502,0.3128
4W2R,torchref,0.2489,0.3161
4WAL,prediction,0.4462,0.4591
4WAL,refmac,0.3543,0.3825
4WAL,phenix,0.3577,0.3882
4WAL,torchref,0.3399,0.4008
4WIP,prediction,0.445,0.4731
4WIP,refmac,0.3552,0.4205
4WIP,phenix,0.3364,0.3783
4WIP,torchref,0.3451,0.3852
4WWM,prediction,0.4482,0.4394
4WWM,refmac,0.284,0.3361
4WWM,phenix,0.2859,0.3212
4WWM,torchref,0.2758,0.3257
4X3E,prediction,0.4059,0.3712
4X3E,refmac,0.2487,0.2906
4X3E,phenix,0.2463,0.2972
4X3E,torchref,0.2499,0.3031
4XLG,prediction,0.404,0.3987
4XLG,refmac,0.2673,0.2998
4XLG,phenix,0.2783,0.3056
4XLG,torchref,0.2558,0.2865
4ZSF,prediction,0.4826,0.4746
4ZSF,refmac,0.4161,0.4404
4ZSF,phenix,0.4256,0.4522
4ZSF,torchref,0.4129,0.4462
4ZV9,prediction,0.3649,0.3631
4ZV9,refmac,0.2908,0.3156
4ZV9,phenix,0.2816,0.3029
4ZV9,torchref,0.2735,0.3082
5A0T,prediction,0.4466,0.4309
5A0T,refmac,0.2361,0.2586
5A0T,phenix,0.2769,0.2953
5A0T,torchref,0.2371,0.2567
5AA5,prediction,0.3874,0.3941
5AA5,refmac,0.2729,0.3373
5AA5,phenix,0.2669,0.3392
5AA5,torchref,0.268,0.3398
5AD0,prediction,0.4407,0.4431
5AD0,refmac,0.3069,0.4377
5AD0,phenix,0.2658,0.3838
5AD0,torchref,0.3404,0.4424
5B5I,prediction,0.5671,0.5643
5B5I,refmac,0.4574,0.4949
