engine,code,r_work,r_free
phenix,1GQ9,0.2579,0.3345
phenix,1GUI,0.2771,0.3144
phenix,1GYJ,0.2491,0.2932
phenix,1H8V,0.236,0.2762
phenix,1HN0,0.244,0.2765
phenix,1HNO,0.2227,0.2628
phenix,1HTN,0.1743,0.2112
phenix,1I1N,0.2585,0.2782
phenix,1I3A,0.2553,0.3299
phenix,1IDQ,0.2023,0.2263
phenix,1IKN,0.3388,0.409
phenix,1ITK,0.2501,0.2864
phenix,1J3P,0.2434,0.2746
phenix,1J53,0.2855,0.3134
phenix,1J5W,0.2673,0.3155
phenix,1J8B,0.379,0.4158
phenix,1JAC,0.2458,0.3077
phenix,1JAD,0.3373,0.3633
phenix,1JN9,0.4582,0.5053
phenix,1JU3,0.2422,0.261
phenix,1K6D,0.2506,0.2851
phenix,1K7T,0.2784,0.3351
phenix,1L9X,0.2222,0.2457
phenix,1LNZ,0.4076,0.4685
phenix,1M6E,0.2097,0.2465
phenix,1N0L,0.2928,0.3647
phenix,1N6J,0.4,0.4437
phenix,1O4V,0.2119,0.2373
phenix,1O5T,0.285,0.3622
phenix,1O6D,0.2667,0.2904
phenix,1OBR,0.1796,0.2081
phenix,1OC0,0.2596,0.3378
phenix,1OE4,0.2611,0.2933
phenix,1OMW,0.2826,0.364
phenix,1OSC,0.218,0.2604
phenix,1OY5,0.3139,0.3658
phenix,1P3C,0.1959,0.2244
phenix,1P4X,0.3258,0.3601
phenix,1PG3,0.213,0.2755
phenix,1PJR,0.3223,0.348
phenix,1PXZ,0.2262,0.2489
phenix,1Q15,0.2362,0.2938
phenix,1QB5,0.1966,0.2348
phenix,1QD9,0.2538,0.3028
phenix,1QJV,0.2126,0.2681
phenix,1QZN,0.2459,0.2837
phenix,1R1K,0.2525,0.342
phenix,1R3U,0.2181,0.2732
phenix,1RFX,0.3554,0.3977
phenix,1RHC,0.2268,0.2488
phenix,1RJ1,0.2573,0.2853
phenix,1RJD,0.2484,0.2703
phenix,1RKG,0.2765,0.3373
phenix,1RZN,0.2325,0.2615
phenix,1S1C,0.2943,0.379
phenix,1SO2,0.2465,0.2819
phenix,1SOT,0.3195,0.3618
phenix,1T3I,0.2333,0.2624
phenix,1TE5,0.3128,0.3497
phenix,1TGS,0.2327,0.2863
phenix,1TML,0.1441,0.2285
phenix,1TVL,0.2528,0.2923
phenix,1U1I,0.2593,0.319
phenix,1UEF,0.3673,0.4421
phenix,1UJK,0.2994,0.3243
phenix,1UKV,0.317,0.3515
phenix,1UTB,0.2324,0.2713
phenix,1UVQ,0.3166,0.3461
phenix,1V8Q,0.2089,0.283
phenix,1VB3,0.2358,0.2578
phenix,1VCE,0.2571,0.2974
phenix,1VDD,0.263,0.3066
phenix,1VER,0.2204,0.263
phenix,1VK0,0.2539,0.2951
phenix,1VLM,0.2651,0.3385
phenix,1VR4,0.282,0.3447
phenix,1W2Y,0.2696,0.2946
phenix,1W8A,0.1973,0.2606
phenix,1WD8,0.2238,0.2917
phenix,1WDV,0.2752,0.306
phenix,1WLZ,0.2807,0.3005
phenix,1WTJ,0.2678,0.2887
phenix,1WTY,0.266,0.3165
phenix,1WU2,0.3116,0.3621
phenix,1WV8,0.3262,0.4382
phenix,1WW9,0.276,0.305
phenix,1X1Q,0.3075,0.3801
phenix,1X6O,0.2891,0.3019
phenix,1XVS,0.2856,0.3202
phenix,1XX1,0.2494,0.2766
phenix,1Y7O,0.2909,0.3554
phenix,1Y8Q,0.2252,0.2577
phenix,1YEM,0.2489,0.2896
phenix,1YK3,0.2546,0.3042
phenix,1YMQ,0.2334,0.2645
phenix,1Z05,0.3371,0.3657
phenix,1Z3X,0.2631,0.2811
phenix,1ZEJ,0.2937,0.3203
phenix,1ZJ8,0.2249,0.2978
phenix,1ZKL,0.2513,0.2656
phenix,1ZZ0,0.231,0.2503
phenix,2A25,0.3065,0.3683
phenix,2A3V,0.3986,0.4528
phenix,2A9S,0.2287,0.2394
phenix,2ACJ,0.423,0.5155
phenix,2AE0,0.4614,0.4846
phenix,2AG0,0.2167,0.2782
phenix,2AHR,0.2921,0.3408
phenix,2AP2,0.4791,0.5393
phenix,2AQ4,0.3143,0.3505
phenix,2B2N,0.3008,0.3218
phenix,2B3X,0.3284,0.3906
phenix,2B5E,0.3883,0.4371
phenix,2B7O,0.2721,0.3042
phenix,2BON,0.2766,0.3132
phenix,2BTY,0.2615,0.331
phenix,2C8X,0.3595,0.4012
phenix,2C90,0.362,0.433
phenix,2CB4,0.241,0.2894
phenix,2CCH,0.351,0.3749
phenix,2CCM,0.2491,0.2817
phenix,2CKL,0.3045,0.3282
phenix,2CZV,0.254,0.2935
phenix,2D0T,0.2301,0.2736
phenix,2D68,0.2879,0.2717
phenix,2DOB,0.4737,0.4966
phenix,2DQ6,0.2579,0.273
phenix,2DRY,0.3211,0.4141
phenix,2DX6,0.2828,0.3467
phenix,2E1M,0.451,0.538
phenix,2EO4,0.2841,0.3324
phenix,2EU9,0.2749,0.2949
phenix,2EXU,0.4872,0.5141
phenix,2F1F,0.2798,0.311
phenix,2F2E,0.2844,0.3103
phenix,2F8L,0.2481,0.2661
phenix,2F9I,0.2424,0.2683
phenix,2F9Z,0.2542,0.3348
phenix,2FEX,0.2985,0.3266
phenix,2FFF,0.2299,0.2989
phenix,2FH9,0.3245,0.4076
phenix,2FTX,0.3028,0.3809
phenix,2G9W,0.4037,0.444
phenix,2GA1,0.4599,0.4792
phenix,2GA9,0.2328,0.3161
phenix,2GD9,0.31,0.352
phenix,2GT1,0.2947,0.3433
phenix,2GUH,0.3447,0.3628
phenix,2HXW,0.2829,0.2989
phenix,2I53,0.2384,0.2525
phenix,2I7H,0.2609,0.3022
phenix,2IJE,0.2608,0.2994
phenix,2IO7,0.2052,0.2805
phenix,2IUC,0.2252,0.2644
phenix,2IVF,0.292,0.3261
phenix,2IVM,0.1982,0.2324
phenix,2JAC,0.2476,0.2929
phenix,2JFN,0.2608,0.2694
phenix,2JH3,0.2568,0.2942
phenix,2NLY,0.208,0.2359
phenix,2NN4,0.2562,0.3282
phenix,2NTX,0.3435,0.3845
phenix,2NVN,0.2993,0.3275
phenix,2OD8,0.3135,0.3806
phenix,2OO2,0.2414,0.2606
phenix,2OO3,0.2061,0.2417
phenix,2P0U,0.2235,0.2597
phenix,2P1L,0.2886,0.3407
phenix,2P38,0.3152,0.3509
phenix,2P62,0.2654,0.2998
phenix,2P8J,0.2821,0.3153
phenix,2P8Q,0.3034,0.3507
phenix,2PAV,0.2768,0.3039
phenix,2PJS,0.2686,0.3219
phenix,2PK9,0.3012,0.3603
phenix,2PN0,0.37,0.4108
phenix,2PQN,0.3847,0.402
phenix,2PQV,0.2765,0.3081
phenix,2PY2,0.2605,0.2951
phenix,2Q1Z,0.4242,0.4709
phenix,2QCO,0.2786,0.3113
phenix,2QE9,0.3305,0.3699
phenix,2QH9,0.2848,0.3334
phenix,2QHL,0.2683,0.2762
phenix,2QKL,0.3148,0.4238
phenix,2QL3,0.2661,0.3033
phenix,2QM7,0.2961,0.3307
phenix,2QML,0.3191,0.3589
phenix,2QOS,0.3028,0.357
phenix,2QSV,0.2895,0.3454
phenix,2QYA,0.2931,0.3568
phenix,2R5F,0.282,0.3089
phenix,2R6R,0.2595,0.3031
phenix,2RCC,0.2934,0.3252
phenix,2RH3,0.2316,0.2608
phenix,2V62,0.2562,0.2841
phenix,2VEF,0.2821,0.3165
phenix,2VUN,0.231,0.2511
phenix,2VZB,0.2237,0.2818
phenix,2W3X,0.2508,0.282
phenix,2W9Y,0.2794,0.3161
phenix,2WDZ,0.234,0.2787
phenix,2WNH,0.2442,0.2629
phenix,2WP1,0.4619,0.4866
phenix,2X1C,0.2214,0.2403
phenix,2X26,0.4108,0.4624
phenix,2XD0,0.3807,0.4616
phenix,2XDO,0.2425,0.2899
phenix,2XN4,0.2863,0.3286
phenix,2XPI,0.2229,0.2746
phenix,2XPL,0.2454,0.3249
phenix,2XVS,0.3494,0.4542
phenix,2Y9W,0.2687,0.334
phenix,2YEU,0.3531,0.3876
phenix,2YFA,0.3393,0.3735
phenix,2YGB,0.2453,0.3067
phenix,2YGK,0.3109,0.3807
phenix,2YJT,0.1902,0.2628
phenix,2YN0,0.2513,0.2731
phenix,2Z1D,0.2393,0.2779
phenix,2Z1Z,0.2051,0.2518
phenix,2Z7E,0.3193,0.3756
phenix,2ZIU,0.4657,0.5047
phenix,2ZME,0.3002,0.3727
phenix,2ZON,0.2392,0.2626
phenix,2ZUL,0.2548,0.2799
phenix,3A58,0.3257,0.3693
phenix,3ADO,0.2312,0.2517
phenix,3AMH,0.1977,0.2414
phenix,3AQG,0.2239,0.2893
phenix,3ATQ,0.2455,0.2883
phenix,3AV4,0.2936,0.3506
phenix,3B2D,0.2285,0.3189
phenix,3B8I,0.2675,0.3103
phenix,3BCI,0.2464,0.2837
phenix,3BGU,0.3295,0.3624
phenix,3BJ6,0.3257,0.3664
phenix,3BNK,0.2399,0.2927
phenix,3BVQ,0.2929,0.3612
phenix,3C7J,0.4989,0.5745
phenix,3CAX,0.2265,0.2349
phenix,3CB0,0.2585,0.2792
phenix,3CB5,0.2627,0.3001
phenix,3CBM,0.2724,0.3055
phenix,3CGG,0.2847,0.3233
phenix,3CMQ,0.222,0.2641
phenix,3CQO,0.2197,0.2744
phenix,3CU3,0.3441,0.3921
phenix,3CXM,0.255,0.2601
phenix,3D1M,0.2779,0.3006
phenix,3D49,0.3819,0.3948
phenix,3DEE,0.3331,0.4379
phenix,3DIW,0.4432,0.4909
phenix,3DJD,0.2626,0.2945
phenix,3DJN,0.2361,0.2472
phenix,3DLA,0.2081,0.2503
phenix,3DXI,0.2866,0.3416
phenix,3E7P,0.254,0.2938
phenix,3E8S,0.2807,0.2965
phenix,3E8V,0.2388,0.2575
phenix,3e+98,0.3371,0.391
phenix,3e+99,0.3103,0.3329
phenix,3EC1,0.3295,0.3786
phenix,3ED4,0.2937,0.3307
phenix,3EFY,0.2832,0.3091
phenix,3EUS,0.2662,0.3052
phenix,3FBI,0.324,0.3701
phenix,3FJU,0.2942,0.3056
phenix,3FKK,0.232,0.2509
phenix,3FPR,0.2972,0.3216
phenix,3FVE,0.2555,0.2899
phenix,3G39,0.2343,0.249
phenix,3G3O,0.2558,0.2922
phenix,3G6L,0.263,0.298
phenix,3G85,0.2938,0.3414
phenix,3GF6,0.2922,0.3351
phenix,3GLR,0.3141,0.3391
phenix,3GM5,0.3015,0.3612
phenix,3GMV,0.266,0.3088
phenix,3GQU,0.3446,0.3476
phenix,3GR5,0.2916,0.3219
phenix,3GXQ,0.3748,0.3812
phenix,3H1T,0.2587,0.3155
phenix,3H6E,0.2434,0.3132
phenix,3H6R,0.2382,0.2768
phenix,3H7O,0.2319,0.2599
phenix,3HBC,0.292,0.3487
phenix,3HHC,0.3292,0.4395
phenix,3HL0,0.3326,0.3651
phenix,3HST,0.2276,0.2831
phenix,3HTK,0.3838,0.4523
phenix,3HTV,0.3076,0.3627
phenix,3I38,0.3216,0.3707
phenix,3IC8,0.2696,0.3405
phenix,3IHU,0.3499,0.3992
phenix,3IUG,0.2668,0.3035
phenix,3IVB,0.436,0.5116
phenix,3JST,0.2511,0.2884
phenix,3JWH,0.2887,0.3345
phenix,3KFW,0.3253,0.3815
phenix,3KGR,0.2653,0.3122
phenix,3KKD,0.3356,0.4017
phenix,3KKE,0.2397,0.2931
phenix,3KOL,0.3133,0.3726
phenix,3KXR,0.3691,0.469
phenix,3KZP,0.3436,0.3994
phenix,3L1W,0.2482,0.2702
phenix,3L2H,0.2949,0.318
phenix,3L6F,0.3081,0.3333
phenix,3LLI,0.3135,0.3319
phenix,3LOC,0.2899,0.3369
phenix,3LS0,0.2344,0.2339
phenix,3LW3,0.2562,0.2633
phenix,3M1T,0.3697,0.3749
phenix,3M91,0.5062,0.5355
phenix,3MB2,0.4182,0.4529
phenix,3MKR,0.2328,0.2683
phenix,3ML3,0.2889,0.3104
phenix,3MML,0.2682,0.311
phenix,3MQ2,0.3034,0.3443
phenix,3MV2,0.2329,0.3037
phenix,3MYU,0.2525,0.2973
phenix,3N39,0.2258,0.2911
phenix,3N55,0.3019,0.3045
phenix,3N5L,0.2772,0.3065
phenix,3N74,0.221,0.2707
phenix,3N9U,0.2578,0.285
phenix,3NJE,0.2906,0.313
phenix,3NO8,0.2599,0.3118
phenix,3OAP,0.2606,0.2563
phenix,3OC7,0.2357,0.2574
phenix,3OEC,0.2555,0.2938
phenix,3OFJ,0.2296,0.3239
phenix,3OOQ,0.2524,0.2971
phenix,3P86,0.2443,0.2851
phenix,3PFY,0.3643,0.3988
phenix,3PPU,0.2212,0.2664
phenix,3PZ8,0.2775,0.3264
phenix,3QC1,0.3666,0.4025
phenix,3QKL,0.2898,0.3008
phenix,3QLA,0.3591,0.3897
phenix,3QNM,0.2845,0.3053
phenix,3QTA,0.3386,0.3568
phenix,3QVJ,0.2657,0.3005
phenix,3R0Q,0.2366,0.3132
phenix,3R6B,0.4872,0.5058
phenix,3RAZ,0.2774,0.3318
phenix,3RLE,0.4528,0.4871
phenix,3RQ4,0.2925,0.3264
phenix,3RST,0.2142,0.2481
phenix,3SF5,0.2073,0.2863
phenix,3SHW,0.2252,0.3067
phenix,3SOL,0.2985,0.3567
phenix,3SUZ,0.4071,0.4415
phenix,3T0Q,0.2922,0.3505
phenix,3T9O,0.2492,0.3035
phenix,3TCO,0.2421,0.2842
phenix,3THF,0.2805,0.3092
phenix,3TIX,0.3245,0.3897
phenix,3TSZ,0.2614,0.3216
phenix,3TU7,0.3379,0.4374
phenix,3TVA,0.2628,0.2758
phenix,3U1D,0.3156,0.3513
phenix,3U2A,0.342,0.3514
phenix,3U66,0.3083,0.3942
phenix,3U9L,0.2611,0.3015
phenix,3UN9,0.335,0.4116
phenix,3UNG,0.2954,0.3429
phenix,3UTN,0.2407,0.2636
phenix,3UVO,0.2484,0.3229
phenix,3V70,0.2405,0.3117
phenix,3VD8,0.5175,0.5958
phenix,3VEP,0.5254,0.5665
phenix,3VFO,0.3137,0.3357
phenix,3VFP,0.2958,0.3353
phenix,3VHL,0.306,0.3707
phenix,3VPB,0.2741,0.2987
phenix,3VRJ,0.3517,0.4057
phenix,3VSM,0.2308,0.2746
phenix,3VST,0.2316,0.2513
phenix,3VUQ,0.2906,0.3269
phenix,3VYN,0.1972,0.2515
phenix,3W0L,0.2877,0.3632
phenix,3W3T,0.2575,0.3344
phenix,3W3W,0.2487,0.2789
phenix,3W56,0.2774,0.3147
phenix,3W8W,0.2751,0.3256
phenix,3WNV,0.265,0.3027
phenix,3WTQ,0.2961,0.3202
phenix,3WW1,0.2211,0.2625
phenix,3X0X,0.22,0.2714
phenix,3ZH9,0.2578,0.2808
phenix,3ZIE,0.2565,0.3008
phenix,4AK1,0.4098,0.4353
phenix,4ALY,0.2266,0.2656
phenix,4AOM,0.2599,0.3158
phenix,4AUP,0.2683,0.3224
phenix,4B18,0.2337,0.2714
phenix,4BU1,0.3635,0.4446
phenix,4BVE,0.283,0.3161
phenix,4BX9,0.2537,0.3062
phenix,4C1S,0.2434,0.2797
phenix,4C6R,0.2829,0.3219
phenix,4CE5,0.2413,0.2539
phenix,4CGB,0.5326,0.55
phenix,4CH9,0.2573,0.2714
phenix,4CKT,0.2722,0.32
phenix,4CLF,0.3207,0.3612
phenix,4CSO,0.2161,0.314
phenix,4D51,0.2795,0.3175
phenix,4DA2,0.2578,0.2917
phenix,4DOV,0.3422,0.3447
phenix,4EOY,0.3719,0.4178
phenix,4EWI,0.3682,0.4435
phenix,4EX5,0.2555,0.2906
phenix,4F0F,0.3127,0.3438
phenix,4F27,0.3149,0.3375
phenix,4FC4,0.2138,0.2422
phenix,4FE9,0.2493,0.2745
phenix,4FIX,0.2294,0.2744
phenix,4FYU,0.259,0.293
phenix,4G3H,0.3331,0.3905
phenix,4GMV,0.2456,0.3129
phenix,4H9D,0.3303,0.3845
phenix,4HIA,0.2817,0.3338
phenix,4HJW,0.2484,0.2906
phenix,4HKA,0.2747,0.3136
phenix,4HUJ,0.2732,0.3091
phenix,4ICH,0.2745,0.3406
phenix,4IDI,0.2865,0.3123
phenix,4JGX,0.2532,0.2889
phenix,4JHN,0.2219,0.2504
phenix,4JX2,0.3068,0.37
phenix,4K36,0.3105,0.3448
phenix,4KH9,0.2653,0.3115
phenix,4KYQ,0.2704,0.329
phenix,4L7Z,0.2906,0.336
phenix,4L9U,0.4834,0.5476
phenix,4LD7,0.2389,0.3137
phenix,4LZ2,0.2894,0.3359
phenix,4MAA,0.2435,0.2765
phenix,4ME9,0.2629,0.3056
phenix,4MG5,0.2856,0.3213
phenix,4MG6,0.2727,0.3337
phenix,4MJG,0.2561,0.3225
phenix,4N39,0.346,0.3734
phenix,4N5X,0.337,0.4174
phenix,4NPJ,0.3193,0.342
phenix,4NUF,0.3668,0.4296
phenix,4NWZ,0.2572,0.3075
phenix,4O62,0.4119,0.4481
phenix,4O92,0.4159,0.4737
phenix,4OC8,0.3821,0.439
phenix,4OF8,0.2681,0.2994
phenix,4OFF,0.439,0.5213
phenix,4OX3,0.2777,0.3172
phenix,4PDE,0.214,0.2889
phenix,4PFS,0.2439,0.3221
phenix,4PQZ,0.2754,0.2924
phenix,4PRA,0.2949,0.3321
phenix,4PSI,0.3974,0.471
phenix,4PV4,0.2525,0.2765
phenix,4Q13,0.2505,0.2917
phenix,4Q63,0.342,0.4244
phenix,4QH8,0.2402,0.2747
phenix,4QKO,0.2922,0.3343
phenix,4QN8,0.2889,0.3241
phenix,4QQR,0.2452,0.3127
phenix,4QTP,0.2542,0.2892
phenix,4QXA,0.2836,0.351
phenix,4R10,0.2487,0.2639
phenix,4RHO,0.3288,0.3872
phenix,4RK2,0.4324,0.487
phenix,4RO5,0.3833,0.4198
phenix,4RQM,0.3311,0.3395
phenix,4TWL,0.2415,0.304
phenix,4U7A,0.2443,0.2704
phenix,4UCI,0.4493,0.48
phenix,4UDA,0.2723,0.3157
phenix,4UDP,0.2229,0.2701
phenix,4UWX,0.3316,0.3714
phenix,4UYI,0.3032,0.2941
phenix,4V15,0.2448,0.2653
phenix,4W2R,0.2465,0.3137
phenix,4WAL,0.3553,0.3875
phenix,4WIP,0.2519,0.3107
phenix,4WWM,0.2676,0.3182
phenix,4X3E,0.2293,0.2856
phenix,4XLG,0.2755,0.2973
phenix,4ZSF,0.4229,0.4415
phenix,4ZV9,0.2527,0.2815
phenix,5A0T,0.2672,0.2857
phenix,5AA5,0.2584,0.3322
phenix,5AD0,0.2355,0.3603
phenix,5B5I,0.4677,0.5089
phenix,5B5Q,0.2478,0.2759
phenix,5BOV,0.2454,0.2639
phenix,5BV6,0.394,0.4744
phenix,5C5V,0.374,0.3904
phenix,5C7F,0.2903,0.3566
phenix,5C8H,0.3162,0.3656
phenix,5CVR,0.2559,0.3134
phenix,5D5H,0.2079,0.2585
phenix,5DAY,0.3405,0.4132
phenix,5DBE,0.2361,0.2697
phenix,5DRM,0.2533,0.2847
phenix,5000000000000000.0,0.281,0.3359
phenix,5EBB,0.2894,0.3445
phenix,5EG2,0.2569,0.2653
phenix,5EGE,0.2407,0.2787
phenix,5ETA,0.2628,0.3285
phenix,5G09,0.2433,0.2788
phenix,5G23,0.2615,0.2865
phenix,5G4I,0.2574,0.2662
phenix,5GHR,0.2938,0.356
phenix,5GJM,0.1951,0.274
phenix,5GKV,0.2328,0.2668
phenix,5GOX,0.4722,0.5792
phenix,5GZI,0.2505,0.305
phenix,5H5Y,0.3096,0.3603
phenix,5HRJ,0.2971,0.3504
phenix,5I2H,0.2762,0.279
phenix,5I47,0.2567,0.305
phenix,5I9E,0.2867,0.3616
phenix,5IAW,0.2824,0.3595
phenix,5IQM,0.307,0.3293
phenix,5IY4,0.3328,0.3903
phenix,5IYX,0.2603,0.3228
phenix,5J0A,0.3789,0.4335
phenix,5J4A,0.2575,0.3004
phenix,5J9K,0.3199,0.3832
phenix,5JD9,0.2664,0.2919
phenix,5JHO,0.2707,0.3293
phenix,5JI5,0.233,0.3028
phenix,5JTA,0.2162,0.2508
phenix,5K2X,0.3773,0.3898
phenix,5K6S,0.3098,0.3369
phenix,5LTD,0.2509,0.3167
phenix,5LU2,0.2817,0.3529
phenix,5LW0,0.2527,0.2714
phenix,5ME9,0.2675,0.3489
phenix,5MLK,0.2628,0.2905
phenix,5MLZ,0.3172,0.3506
phenix,5MXY,0.3423,0.3522
phenix,5N6H,0.2284,0.2676
phenix,5N8R,0.3295,0.3802
phenix,5NTB,0.2316,0.2454
phenix,5O6B,0.4181,0.477
phenix,5OF1,0.3348,0.3668
phenix,5OF9,0.2891,0.3118
phenix,5OMB,0.3988,0.4352
phenix,5OU8,0.3793,0.4212
phenix,5Q1D,0.392,0.44
phenix,5Q1H,0.347,0.4171
phenix,5SVE,0.2864,0.3356
phenix,5T0K,0.3314,0.378
phenix,5T0M,0.3117,0.3698
phenix,5T1G,0.3029,0.3034
phenix,5TDY,0.4386,0.5332
phenix,5TJA,0.2542,0.3273
phenix,5TLD,0.2472,0.3124
phenix,5TM9,0.2661,0.3564
phenix,5TTA,0.2844,0.3242
phenix,5TV7,0.2598,0.2972
phenix,5U6K,0.2581,0.3056
phenix,5UQP,0.4566,0.5009
phenix,5UV4,0.2486,0.3091
phenix,5UX5,0.2391,0.2985
phenix,5UXG,0.2475,0.2833
phenix,5UZU,0.2475,0.3139
phenix,5V8W,0.3149,0.3668
phenix,5VIA,0.2712,0.2782
phenix,5VLB,0.2371,0.2937
phenix,5VQG,0.2693,0.359
phenix,5WB4,0.2896,0.3411
phenix,5WJQ,0.5008,0.5963
phenix,5WRR,0.3275,0.3672
phenix,5WWW,0.3691,0.2986
phenix,5X6S,0.2208,0.2537
phenix,5XG9,0.2804,0.2968
phenix,5XHW,0.2632,0.2827
phenix,5XMZ,0.2871,0.339
phenix,5XRW,0.2873,0.364
phenix,5XUK,0.2743,0.3146
phenix,5XUQ,0.2439,0.3601
phenix,5XVW,0.2561,0.2863
phenix,5Y9I,0.2878,0.3268
phenix,5YAY,0.2952,0.3135
phenix,5Z6D,0.2489,0.2869
phenix,5Z6V,0.2535,0.3126
phenix,5Z8L,0.3781,0.4495
phenix,5ZOO,0.233,0.2405
phenix,6A0E,0.2433,0.3129
phenix,6A93,0.4499,0.4839
phenix,6AF3,0.4173,0.4818
phenix,6AGI,0.24,0.3061
phenix,6B8Q,0.4104,0.4805
phenix,6CGO,0.3537,0.3995
phenix,6COK,0.2378,0.2823
phenix,6CQL,0.3667,0.4099
phenix,6CW5,0.3249,0.3608
phenix,6D2V,0.259,0.2946
phenix,6D97,0.2001,0.2463
phenix,6DDT,0.2401,0.3014
phenix,6DF3,0.2545,0.3054
phenix,6E0M,0.2953,0.3168
phenix,6EC7,0.304,0.3498
phenix,6EUS,0.258,0.3001
phenix,6EWJ,0.2609,0.3059
phenix,6EYS,0.2291,0.2779
phenix,6F1S,0.2552,0.2992
phenix,6FJU,0.357,0.3787
phenix,6FOK,0.2666,0.2894
phenix,6FX6,0.2889,0.3594
phenix,6GBS,0.3758,0.4186
phenix,6GP7,0.3031,0.3212
phenix,6GXS,0.258,0.2875
phenix,6HFG,0.2731,0.3119
phenix,6I1R,0.2412,0.2867
phenix,6I50,0.2224,0.2374
phenix,6IIW,0.4306,0.4166
phenix,6IQJ,0.25,0.3282
phenix,6IR8,0.4285,0.4692
phenix,6J17,0.2863,0.3157
phenix,6J72,0.3241,0.3801
phenix,6J7Y,0.254,0.2842
phenix,6JC4,0.2414,0.2943
phenix,6JJW,0.4857,0.5175
phenix,6JZA,0.2823,0.3431
phenix,6K6R,0.2549,0.2917
phenix,6L8E,0.4568,0.4981
phenix,6L9F,0.3044,0.3738
phenix,6LKG,0.2469,0.2899
phenix,6M20,0.4151,0.4683
phenix,6N5U,0.224,0.2972
phenix,6O6N,0.2732,0.3025
phenix,6OHI,0.4424,0.5407
phenix,6PEU,0.2846,0.3265
phenix,6PJQ,0.2837,0.3692
phenix,6PNP,0.3002,0.3316
phenix,6PUP,0.2931,0.3624
phenix,6R0L,0.2071,0.3501
phenix,6R6T,0.2241,0.2867
phenix,6RFT,0.2669,0.3231
phenix,6RPT,0.3429,0.3983
phenix,6RR0,0.3863,0.4384
phenix,6RSN,0.2751,0.3053
phenix,6S2P,0.3299,0.4023
phenix,6SRB,0.2936,0.3076
phenix,6SXW,0.2787,0.3592
phenix,6T80,0.2621,0.3442
phenix,6TCT,0.3266,0.3697
phenix,6TT5,0.2741,0.3035
phenix,6TWJ,0.2503,0.2801
phenix,6U2D,0.2935,0.3062
phenix,6U75,0.2385,0.2938
phenix,6UB7,0.2507,0.2638
phenix,6V7M,0.3924,0.4417
phenix,6VD8,0.28,0.3409
phenix,6VHI,0.2026,0.2321
phenix,6VPT,0.229,0.3201
phenix,6VS7,0.4412,0.4962
phenix,6W9K,0.2679,0.2695
phenix,6WT6,0.2344,0.2903
phenix,6XZ6,0.2359,0.3028
phenix,6YFV,0.4053,0.4543
phenix,6Z1S,0.2745,0.3174
phenix,6Z3U,0.3597,0.4286
phenix,6ZH1,0.3307,0.3974
phenix,6ZUW,0.3723,0.4155
phenix,7AUI,0.2965,0.3301
phenix,7BV5,0.2976,0.3695
phenix,7BW1,0.2735,0.3036
phenix,7C7E,0.4015,0.462
phenix,7CFD,0.4107,0.4868
phenix,7CWW,0.3036,0.3467
phenix,7D86,0.3349,0.3622
phenix,7DUF,0.4237,0.5072
phenix,7E2E,0.3563,0.4857
phenix,7EWF,0.3218,0.3799
phenix,7F9K,0.3544,0.4265
phenix,7F9M,0.3037,0.3492
phenix,7FHR,0.2693,0.3168
phenix,7JI4,0.3498,0.3868
phenix,7JN9,0.5553,0.5331
phenix,7K3J,0.4005,0.4418
phenix,7KQ0,0.2772,0.3383
phenix,7LF4,0.2577,0.3126
torchref,1A0F,0.2154,0.2511
torchref,1A46,0.3172,0.3365
torchref,1A4I,0.2991,0.3443
torchref,1A7V,0.2503,0.3204
torchref,1AJ6,0.2869,0.3178
torchref,1AK5,0.2055,0.225
torchref,1ANU,0.1958,0.2725
torchref,1APX,0.2503,0.3002
torchref,1AQZ,0.2298,0.271
torchref,1B9K,0.2272,0.2813
torchref,1BIA,0.2828,0.354
torchref,1BM7,0.2067,0.2522
torchref,1BX0,0.2274,0.2777
torchref,1BXE,0.3074,0.3339
torchref,1BYW,0.2421,0.2594
torchref,1C3F,0.2479,0.3154
torchref,1CI0,0.2619,0.2921
torchref,1CSM,0.2153,0.2495
torchref,1DAW,0.2554,0.3082
torchref,1DLM,0.2167,0.2613
torchref,1DQ3,0.3279,0.3766
torchref,1DQ8,0.2149,0.2841
torchref,1e+79,0.3511,0.3796
torchref,1EJ1,0.2629,0.3073
torchref,1EJH,0.2604,0.2948
torchref,1ETE,0.2837,0.3554
torchref,1EZW,0.2292,0.2435
torchref,1F97,0.2509,0.2852
torchref,1FG3,0.2547,0.3065
torchref,1FIO,0.3784,0.427
torchref,1FKM,0.2684,0.3081
torchref,1FSI,0.2828,0.3227
torchref,1GHW,0.3458,0.4074
torchref,1GPQ,0.243,0.2896
torchref,1GQ8,0.2279,0.2485
torchref,1GQ9,0.4063,0.388
torchref,1GUI,0.2691,0.3117
torchref,1GYJ,0.2605,0.3171
torchref,1H8V,0.2396,0.2801
torchref,1HN0,0.2382,0.2751
torchref,1HNO,0.2241,0.2548
torchref,1HTN,0.186,0.2026
torchref,1I1N,0.2473,0.2779
torchref,1I3A,0.2672,0.3371
torchref,1IDQ,0.1967,0.2239
torchref,1IKN,0.3459,0.3808
torchref,1ITK,0.2462,0.295
torchref,1J3P,0.2413,0.2749
torchref,1J53,0.2882,0.3175
torchref,1J5W,0.2626,0.3192
torchref,1J8B,0.3633,0.4048
torchref,1JAC,0.257,0.3178
