engine,code,r_work,r_free
ml,5Q1H,0.3471,0.401
ml,5SVE,0.3221,0.361
ml,5T0K,0.3252,0.3717
ml,5T0M,0.3083,0.3732
ml,5T1G,0.2887,0.2966
ml,5T6J,0.3066,0.3803
ml,5TDY,0.4477,0.5011
ml,5TJA,0.2587,0.3226
ml,5TLD,0.2514,0.3093
ml,5TM9,0.2638,0.3239
ml,5TTA,0.2769,0.3154
ml,5TV7,0.2536,0.2934
ml,5U6K,0.2457,0.2882
ml,5UQP,0.4694,0.513
ml,5UV4,0.2507,0.3018
ml,5UX5,0.2587,0.3085
ml,5UXG,0.2433,0.2835
ml,5UZU,0.2538,0.3148
ml,5V8W,0.3214,0.3642
ml,5VIA,0.2676,0.2873
ml,5VLB,0.2432,0.3003
ml,5VQG,0.3871,0.42
ml,5WB4,0.2949,0.3379
ml,5WJQ,0.5546,0.5794
ml,5WRR,0.3149,0.3565
ml,5WWW,0.3582,0.3225
ml,5X6S,0.2211,0.2601
ml,5XG9,0.2765,0.3045
ml,5XHW,0.255,0.2788
ml,5XMZ,0.2776,0.3331
ml,5XRW,0.4001,0.4588
ml,5XUK,0.2749,0.3077
ml,5XUQ,0.2795,0.3624
ml,5XVW,0.2522,0.2795
ml,5Y9I,0.2852,0.3305
ml,5YAY,0.2883,0.3179
ml,5Z6D,0.2384,0.2819
ml,5Z6V,0.2537,0.3112
ml,5Z8L,0.2853,0.3648
ml,5ZOO,0.2371,0.2544
ml,6A0E,0.2436,0.3135
ml,6A93,0.4789,0.4892
ml,6AF3,0.4255,0.4603
ml,6AGI,0.2844,0.3256
ml,6AL9,0.2397,0.2838
ml,6B8Q,0.429,0.4748
ml,6CGO,0.3638,0.4074
ml,6COK,0.2319,0.2886
ml,6CQL,0.3809,0.4071
ml,6CW5,0.3211,0.3549
ml,6D2V,0.2548,0.2945
ml,6D97,0.2037,0.2545
ml,6DDT,0.2459,0.2959
ml,6DF3,0.2501,0.3125
ml,6E0M,0.2789,0.2947
ml,6EC7,0.3063,0.3498
ml,6EUS,0.2602,0.3021
ml,6EWJ,0.2614,0.3086
ml,6EYS,0.2385,0.2852
ml,6F1S,0.2704,0.2751
ml,6FJU,0.3494,0.369
ml,6FOK,0.2555,0.2835
ml,6FX6,0.298,0.37
ml,6GBS,0.3731,0.4208
ml,6GP7,0.2926,0.3128
ml,6GXS,0.2548,0.291
ml,6HFG,0.2847,0.3242
ml,6HR7,0.234,0.2899
ml,6I1R,0.2466,0.2837
ml,6I50,0.2182,0.2319
ml,6IIW,0.4284,0.4303
ml,6ILR,0.2526,0.2965
ml,6IQJ,0.2562,0.3337
ml,6IR8,0.4734,0.4861
ml,6J17,0.2816,0.3136
ml,6J72,0.3318,0.379
ml,6J7Y,0.2442,0.281
ml,6JC4,0.2468,0.3006
ml,6JJW,0.521,0.5203
ml,6JZA,0.3121,0.3528
ml,6K6R,0.2607,0.2756
ml,6L8E,0.4585,0.4865
ml,6L9F,0.3443,0.3932
ml,6LKG,0.244,0.289
ml,6M20,0.4267,0.4621
ml,6N5U,0.2455,0.2949
ml,6O6N,0.2645,0.3018
ml,6OAE,0.2826,0.3223
ml,6OHI,0.5151,0.5877
ml,6PEU,0.3178,0.3526
ml,6PJQ,0.3211,0.3984
ml,6PNP,0.2761,0.3031
ml,6PUP,0.2829,0.3452
ml,6R0L,0.3852,0.384
ml,6R6T,0.2371,0.294
ml,6RFT,0.2891,0.3267
ml,6RPT,0.3469,0.395
ml,6RR0,0.4181,0.4462
ml,6RSN,0.2651,0.2966
ml,6S2P,0.3306,0.3954
ml,6SRB,0.2844,0.3068
ml,6SXW,0.3029,0.4318
ml,6T80,0.2938,0.3658
ml,6TCT,0.3211,0.3582
ml,6TT5,0.26,0.2971
ml,6TWJ,0.2512,0.2824
ml,6U2D,0.2971,0.3409
ml,6U75,0.2593,0.2997
ml,6UB7,0.24,0.2604
ml,6V7M,0.4102,0.4463
ml,6VD8,0.3068,0.3638
ml,6VHI,0.2059,0.2172
ml,6VPT,0.2755,0.3146
ml,6VS7,0.4915,0.5207
ml,6W9K,0.2518,0.2524
ml,6WT6,0.2768,0.3157
ml,6XZ6,0.2531,0.3029
ml,6YFV,0.4285,0.4647
ml,6Z1S,0.2668,0.3099
ml,6Z3U,0.4413,0.4686
ml,6ZH1,0.3412,0.4013
ml,6ZUW,0.3563,0.4004
ml,7AUI,0.287,0.3262
ml,7BV5,0.3209,0.3686
ml,7BW1,0.2896,0.3219
ml,7C7E,0.4091,0.458
ml,7CFD,0.3989,0.4622
ml,7CWW,0.2825,0.3247
ml,7D86,0.3222,0.3478
ml,7DUF,0.443,0.4705
ml,7E2E,0.4136,0.4866
ml,7EWF,0.3385,0.3621
ml,7F9K,0.3799,0.4254
ml,7F9M,0.2979,0.336
ml,7FHR,0.2654,0.3118
ml,7JI4,0.338,0.3745
ml,7JN9,0.5657,0.5425
ml,7K3J,0.3144,0.3244
ml,7KQ0,0.2915,0.3457
ml,7LF4,0.271,0.3147
ml_full,1A0F,0.2159,0.2472
ml_full,1A46,0.3345,0.3577
ml_full,1A4I,0.2987,0.3445
ml_full,1A7V,0.2483,0.3207
ml_full,1AJ6,0.2884,0.3195
ml_full,1AK5,0.2077,0.228
ml_full,1ANU,0.2006,0.2739
ml_full,1APX,0.3178,0.3611
ml_full,1AQZ,0.2272,0.2656
ml_full,1AT0,0.2765,0.3356
ml_full,1B9K,0.2302,0.2857
ml_full,1BIA,0.2904,0.3637
ml_full,1BM7,0.2065,0.2456
ml_full,1BQG,0.2144,0.2424
ml_full,1BX0,0.232,0.2843
ml_full,1BXE,0.3082,0.3303
ml_full,1BYW,0.2498,0.2583
ml_full,1C3F,0.2565,0.3207
ml_full,1CI0,0.2577,0.2886
ml_full,1CSM,0.2179,0.2487
ml_full,1DAW,0.2576,0.3082
ml_full,1DLM,0.2194,0.2613
ml_full,1DQ3,0.325,0.3778
ml_full,1DQ8,0.2151,0.2857
ml_full,1E79,0.3579,0.3849
ml_full,1EJ1,0.2633,0.3074
ml_full,1EJH,0.2638,0.2977
ml_full,1ETE,0.284,0.3513
ml_full,1EZW,0.2293,0.2425
ml_full,1F97,0.2587,0.2909
ml_full,1FG3,0.2568,0.3118
ml_full,1FIO,0.3817,0.419
ml_full,1FKM,0.2686,0.3101
ml_full,1FSI,0.285,0.3277
ml_full,1GHW,0.352,0.4141
ml_full,1GPQ,0.2432,0.2889
ml_full,1GQ8,0.231,0.2521
ml_full,1GQ9,0.4067,0.3973
ml_full,1GUI,0.27,0.3126
ml_full,1GYJ,0.2595,0.3156
ml_full,1H8V,0.2396,0.2788
ml_full,1HN0,0.2392,0.2754
ml_full,1HNO,0.2256,0.2566
ml_full,1HTN,0.186,0.2023
ml_full,1I1N,0.2486,0.2795
ml_full,1I3A,0.2688,0.3318
ml_full,1IDQ,0.1974,0.2244
ml_full,1IKN,0.3493,0.3742
ml_full,1ITK,0.2467,0.2953
ml_full,1J3P,0.2423,0.2764
ml_full,1J53,0.3003,0.3255
ml_full,1J5W,0.2638,0.3211
ml_full,1J8B,0.3652,0.4156
ml_full,1JAC,0.2579,0.3173
ml_full,1JAD,0.3619,0.3856
ml_full,1JN9,0.5173,0.5383
ml_full,1JU3,0.2382,0.2644
ml_full,1K6D,0.2415,0.2859
ml_full,1K7T,0.3414,0.3715
ml_full,1L9X,0.2164,0.2458
ml_full,1LNZ,0.4455,0.4779
ml_full,1M6E,0.2254,0.2335
ml_full,1N0L,0.3167,0.3676
ml_full,1N6J,0.3871,0.4175
ml_full,1O4V,0.2027,0.242
ml_full,1O5T,0.3261,0.3962
ml_full,1O6D,0.2634,0.2973
ml_full,1OBR,0.2032,0.2289
ml_full,1OC0,0.2667,0.3359
ml_full,1OE4,0.2572,0.297
ml_full,1OMW,0.2777,0.3339
ml_full,1OSC,0.2123,0.2585
ml_full,1OY5,0.3188,0.354
ml_full,1P3C,0.1892,0.2246
ml_full,1P4X,0.4919,0.5037
ml_full,1PG3,0.2291,0.2812
ml_full,1PJR,0.3278,0.3578
ml_full,1PXZ,0.2188,0.2478
ml_full,1Q15,0.2503,0.3032
ml_full,1QB5,0.1898,0.2413
ml_full,1QD9,0.2754,0.33
ml_full,1QJV,0.2325,0.2758
ml_full,1QZN,0.2431,0.2903
ml_full,1R1K,0.2836,0.3344
ml_full,1R3U,0.2196,0.2652
ml_full,1RFX,0.3381,0.3811
ml_full,1RHC,0.2194,0.2462
ml_full,1RJ1,0.2442,0.2799
ml_full,1RJD,0.2416,0.2719
ml_full,1RKG,0.2685,0.3337
ml_full,1RZN,0.2364,0.2781
ml_full,1S1C,0.3212,0.3835
ml_full,1SO2,0.2504,0.2843
ml_full,1SOT,0.3149,0.3556
ml_full,1T3I,0.2306,0.2652
ml_full,1TE5,0.3146,0.3498
ml_full,1TGS,0.2246,0.2799
ml_full,1TML,0.2252,0.2556
ml_full,1TVL,0.245,0.2801
ml_full,1U1I,0.2703,0.3233
ml_full,1UEF,0.3744,0.4027
ml_full,1UJK,0.2896,0.3285
ml_full,1UKV,0.3038,0.3437
ml_full,1UTB,0.2286,0.2638
ml_full,1UVQ,0.2972,0.3292
ml_full,1V8Q,0.2912,0.3399
ml_full,1VB3,0.2433,0.2714
ml_full,1VCE,0.2565,0.2992
ml_full,1VDD,0.2734,0.3117
ml_full,1VER,0.2348,0.2675
ml_full,1VK0,0.2585,0.3054
ml_full,1VLM,0.2727,0.3354
ml_full,1VR4,0.2983,0.3525
ml_full,1W2Y,0.2634,0.2916
ml_full,1W8A,0.2175,0.2817
ml_full,1WD8,0.2434,0.2918
ml_full,1WDV,0.2716,0.305
ml_full,1WLZ,0.2731,0.297
ml_full,1WTJ,0.2473,0.2732
ml_full,1WTY,0.2759,0.3169
ml_full,1WU2,0.3212,0.3606
ml_full,1WV8,0.3335,0.433
ml_full,1WW9,0.2668,0.3009
ml_full,1X1Q,0.3936,0.4179
ml_full,1X6O,0.2757,0.2942
ml_full,1XVS,0.2907,0.3237
ml_full,1XX1,0.2445,0.2762
ml_full,1Y08,0.2433,0.2944
ml_full,1Y7O,0.3107,0.3442
ml_full,1Y8Q,0.2291,0.2632
ml_full,1Y98,0.2626,0.3295
ml_full,1YEM,0.2453,0.2826
ml_full,1YK3,0.2614,0.3077
ml_full,1YMQ,0.2233,0.2592
ml_full,1YRX,0.452,0.5188
ml_full,1Z05,0.3196,0.3484
ml_full,1Z3X,0.2539,0.2823
ml_full,1ZEJ,0.3592,0.3869
ml_full,1ZJ8,0.2477,0.2878
ml_full,1ZKL,0.2444,0.2682
ml_full,1ZZ0,0.2229,0.2468
ml_full,2A25,0.2822,0.3325
ml_full,2A3V,0.4479,0.4702
ml_full,2A65,0.2404,0.2651
ml_full,2A9S,0.2267,0.2403
ml_full,2ACJ,0.4619,0.5002
ml_full,2AE0,0.454,0.4827
ml_full,2AG0,0.2309,0.2829
ml_full,2AHR,0.2925,0.3441
ml_full,2AP2,0.5088,0.5353
ml_full,2AQ4,0.3153,0.3453
ml_full,2B2N,0.2927,0.3213
ml_full,2B3X,0.385,0.4216
ml_full,2B5E,0.3956,0.4109
ml_full,2B7O,0.2671,0.3016
ml_full,2BON,0.2658,0.3177
ml_full,2BTY,0.2961,0.346
ml_full,2C8X,0.3913,0.4274
ml_full,2C90,0.3845,0.4366
ml_full,2CB4,0.2521,0.2924
ml_full,2CCH,0.313,0.3463
ml_full,2CCM,0.2441,0.2784
ml_full,2CKL,0.3169,0.3546
ml_full,2CZV,0.2536,0.2931
ml_full,2D0T,0.2349,0.275
ml_full,2D68,0.2826,0.2658
ml_full,2DOB,0.558,0.5952
ml_full,2DQ6,0.248,0.2678
ml_full,2DRY,0.3194,0.4184
ml_full,2DX6,0.2896,0.3649
ml_full,2E1M,0.4849,0.5533
ml_full,2EO4,0.2709,0.3168
ml_full,2EU9,0.2656,0.2891
ml_full,2EXU,0.4997,0.5127
ml_full,2F1F,0.2617,0.2933
ml_full,2F2E,0.2836,0.3202
ml_full,2F8L,0.2489,0.2686
ml_full,2F9I,0.237,0.2702
ml_full,2F9Z,0.2664,0.3309
ml_full,2FEX,0.2965,0.3321
ml_full,2FFF,0.2402,0.3026
ml_full,2FH9,0.3573,0.3961
ml_full,2FTX,0.2863,0.3776
ml_full,2G9W,0.3961,0.4211
ml_full,2GA1,0.4932,0.513
ml_full,2GA9,0.257,0.3224
ml_full,2GD9,0.325,0.3493
ml_full,2GT1,0.2854,0.3375
ml_full,2GUH,0.3417,0.3641
ml_full,2HXW,0.2717,0.2963
ml_full,2I53,0.2294,0.2558
ml_full,2I7H,0.2608,0.3022
ml_full,2IJE,0.2632,0.3014
ml_full,2IO7,0.2261,0.2799
ml_full,2IUC,0.2313,0.2764
ml_full,2IVF,0.2888,0.3267
ml_full,2IVM,0.2011,0.2254
ml_full,2JAC,0.2438,0.2926
ml_full,2JBV,0.2472,0.2906
ml_full,2JFN,0.2513,0.2682
ml_full,2JH3,0.2591,0.296
ml_full,2NLY,0.2218,0.2406
ml_full,2NN4,0.2523,0.3107
ml_full,2NTX,0.3459,0.3867
ml_full,2NVN,0.3083,0.3308
ml_full,2OD8,0.2857,0.3543
ml_full,2OO2,0.2366,0.2804
ml_full,2OO3,0.21,0.2543
ml_full,2P0U,0.2207,0.2628
ml_full,2P1L,0.2832,0.3427
ml_full,2P38,0.305,0.3488
ml_full,2P62,0.2512,0.2871
ml_full,2P8J,0.2791,0.316
ml_full,2P8Q,0.3284,0.3671
ml_full,2PAV,0.2705,0.3021
ml_full,2PJS,0.2634,0.3176
ml_full,2PK9,0.314,0.3646
ml_full,2PN0,0.3652,0.409
ml_full,2PQN,0.3292,0.3455
ml_full,2PQV,0.2655,0.3012
ml_full,2PY2,0.2546,0.2904
ml_full,2Q1Z,0.433,0.4569
ml_full,2QCO,0.2954,0.3098
ml_full,2QE9,0.3248,0.3654
ml_full,2QH9,0.2765,0.3261
ml_full,2QHL,0.263,0.2789
ml_full,2QKL,0.3066,0.3963
ml_full,2QL3,0.2661,0.3021
ml_full,2QM7,0.2878,0.3326
ml_full,2QML,0.3155,0.3556
ml_full,2QOS,0.2962,0.3509
ml_full,2QSV,0.283,0.3404
ml_full,2QYA,0.31,0.3631
ml_full,2R5F,0.2736,0.3177
ml_full,2R6R,0.2567,0.31
ml_full,2RCC,0.292,0.3253
ml_full,2RH3,0.2321,0.2567
ml_full,2UZ8,0.2708,0.3241
ml_full,2V62,0.2501,0.2833
ml_full,2VEF,0.2775,0.3212
ml_full,2VUN,0.2253,0.2506
ml_full,2VZB,0.2349,0.2887
ml_full,2W3X,0.2389,0.2766
ml_full,2W9Y,0.2767,0.3077
ml_full,2WDZ,0.2338,0.2769
ml_full,2WNH,0.238,0.2627
ml_full,2WP1,0.4505,0.4664
ml_full,2X1C,0.2154,0.2421
ml_full,2X26,0.4277,0.48
ml_full,2XD0,0.4197,0.4509
ml_full,2XDO,0.25,0.2943
ml_full,2XN4,0.3698,0.3815
ml_full,2XPI,0.2484,0.2954
ml_full,2XPL,0.2556,0.3239
ml_full,2XVS,0.3518,0.437
ml_full,2Y9W,0.2772,0.3349
ml_full,2YEU,0.3582,0.3885
ml_full,2YFA,0.3409,0.3828
ml_full,2YGB,0.3184,0.3476
ml_full,2YGK,0.3229,0.3518
ml_full,2YJT,0.289,0.3355
ml_full,2YN0,0.2439,0.2754
ml_full,2Z1D,0.2371,0.2814
ml_full,2Z1Z,0.2117,0.2524
ml_full,2Z7E,0.325,0.3729
ml_full,2ZIU,0.4623,0.4976
ml_full,2ZME,0.3117,0.3493
ml_full,2ZON,0.2355,0.2655
ml_full,2ZUL,0.2483,0.2786
ml_full,3A58,0.3393,0.3636
ml_full,3ADO,0.2263,0.2564
ml_full,3AJW,0.4022,0.4469
ml_full,3AMH,0.197,0.2474
ml_full,3AQG,0.2696,0.317
ml_full,3ATQ,0.2401,0.2842
ml_full,3AV4,0.3235,0.3689
ml_full,3B23,0.5276,0.5127
ml_full,3B2D,0.2934,0.3578
ml_full,3B8I,0.2605,0.3068
ml_full,3BCI,0.2375,0.2968
ml_full,3BGU,0.3205,0.3604
ml_full,3BJ6,0.336,0.3675
ml_full,3BNK,0.2382,0.2914
ml_full,3BVQ,0.3266,0.3724
ml_full,3C7J,0.5288,0.561
ml_full,3CAX,0.2246,0.2351
ml_full,3CB0,0.2495,0.2755
ml_full,3CB5,0.2691,0.3048
ml_full,3CBM,0.2537,0.2883
ml_full,3CGG,0.2858,0.3394
ml_full,3CMQ,0.2227,0.264
ml_full,3CQO,0.2281,0.2747
ml_full,3CU3,0.4247,0.439
ml_full,3CXM,0.2445,0.2618
ml_full,3D1M,0.2714,0.2888
ml_full,3D49,0.3589,0.3662
ml_full,3DEE,0.3527,0.4318
ml_full,3DIW,0.4021,0.4445
ml_full,3DJD,0.2569,0.2955
ml_full,3DJN,0.2341,0.2223
ml_full,3DLA,0.2136,0.2588
ml_full,3DOH,0.2342,0.2774
ml_full,3DXI,0.2945,0.3479
ml_full,3E7P,0.2431,0.289
ml_full,3E8S,0.2694,0.2957
ml_full,3E8V,0.2583,0.2774
ml_full,3E98,0.3719,0.4185
ml_full,3E99,0.3096,0.3166
ml_full,3EC1,0.3397,0.3934
ml_full,3ED4,0.288,0.33
ml_full,3EFY,0.2723,0.3044
ml_full,3ER7,0.2911,0.3222
ml_full,3EUS,0.2585,0.2961
ml_full,3FBI,0.3091,0.3441
ml_full,3FJU,0.2944,0.31
ml_full,3FKK,0.2317,0.2576
ml_full,3FPR,0.2694,0.3049
ml_full,3FVE,0.2661,0.2995
ml_full,3FVV,0.2569,0.306
ml_full,3G39,0.2273,0.245
ml_full,3G3O,0.2514,0.2947
ml_full,3G6L,0.2625,0.3103
ml_full,3G85,0.2889,0.3398
ml_full,3GF6,0.2901,0.3428
ml_full,3GLR,0.2908,0.3282
ml_full,3GM5,0.3069,0.3925
ml_full,3GMV,0.3372,0.3928
ml_full,3GQU,0.484,0.4737
ml_full,3GR5,0.289,0.3225
ml_full,3GXQ,0.3726,0.4138
ml_full,3H1T,0.269,0.3172
ml_full,3H6E,0.2692,0.3232
ml_full,3H6R,0.2351,0.279
ml_full,3H7O,0.227,0.258
ml_full,3HBC,0.2892,0.3315
ml_full,3HHC,0.3599,0.4233
ml_full,3HL0,0.3214,0.3586
ml_full,3HST,0.2432,0.2893
ml_full,3HTK,0.3772,0.4243
ml_full,3HTV,0.2993,0.3624
ml_full,3I38,0.3227,0.3651
ml_full,3IC8,0.3015,0.3521
ml_full,3IHU,0.3558,0.4157
ml_full,3IUG,0.2574,0.2961
ml_full,3IVB,0.3963,0.482
ml_full,3JST,0.2473,0.2838
ml_full,3JWH,0.2971,0.33
ml_full,3KFW,0.334,0.3788
ml_full,3KGR,0.2631,0.3151
ml_full,3KKD,0.3432,0.4008
ml_full,3KKE,0.2409,0.2908
ml_full,3KOL,0.3083,0.3699
ml_full,3KXR,0.3703,0.4387
ml_full,3KZP,0.3398,0.386
ml_full,3L1W,0.2437,0.2704
ml_full,3L2H,0.2928,0.3204
ml_full,3L6F,0.3034,0.3361
ml_full,3LLI,0.3081,0.3123
ml_full,3LOC,0.3038,0.3357
ml_full,3LS0,0.2342,0.241
ml_full,3LW3,0.2534,0.2709
ml_full,3M1T,0.356,0.3696
ml_full,3M91,0.4895,0.4754
ml_full,3MB2,0.4238,0.4411
ml_full,3MKR,0.2446,0.2689
ml_full,3ML3,0.2705,0.3109
ml_full,3MML,0.2778,0.3215
ml_full,3MQ2,0.3017,0.3449
ml_full,3MV2,0.259,0.3059
ml_full,3MYU,0.2496,0.2967
ml_full,3N39,0.2336,0.288
ml_full,3N55,0.2948,0.3028
ml_full,3N5L,0.2766,0.3131
ml_full,3N74,0.2281,0.2729
ml_full,3N9U,0.2523,0.2844
ml_full,3NJE,0.2748,0.3047
ml_full,3NO8,0.2588,0.3181
ml_full,3NYY,0.2849,0.322
ml_full,3OAP,0.2514,0.2581
ml_full,3OC7,0.224,0.252
ml_full,3OEC,0.2533,0.2954
ml_full,3OFJ,0.2723,0.3417
ml_full,3OOQ,0.2553,0.2976
ml_full,3P86,0.2527,0.2952
ml_full,3PFY,0.3425,0.3767
ml_full,3PPU,0.2269,0.2634
ml_full,3PZ8,0.285,0.3269
ml_full,3QC1,0.3608,0.3906
ml_full,3QDO,0.3433,0.334
ml_full,3QKL,0.2647,0.3012
ml_full,3QLA,0.3497,0.3836
ml_full,3QNM,0.2802,0.3097
ml_full,3QTA,0.3365,0.3605
ml_full,3QVJ,0.2681,0.3117
ml_full,3R0Q,0.275,0.3356
ml_full,3R6B,0.4953,0.5323
ml_full,3RAZ,0.2721,0.3389
ml_full,3RLE,0.4515,0.4915
ml_full,3RQ4,0.2833,0.3245
ml_full,3RST,0.2155,0.2491
ml_full,3SF5,0.2275,0.2958
ml_full,3SHW,0.2627,0.3012
ml_full,3SOL,0.2961,0.3371
ml_full,3SUZ,0.4136,0.4433
ml_full,3T0Q,0.2994,0.3504
ml_full,3T9O,0.2589,0.3095
ml_full,3TCO,0.2353,0.2907
ml_full,3THF,0.2945,0.3048
ml_full,3TIX,0.3389,0.3884
ml_full,3TSZ,0.2759,0.3272
ml_full,3TU7,0.4271,0.5144
ml_full,3TVA,0.2575,0.275
ml_full,3U1D,0.3085,0.3519
ml_full,3U2A,0.331,0.3542
ml_full,3U66,0.3479,0.4242
ml_full,3U9L,0.2592,0.3072
ml_full,3UJ6,0.239,0.3025
ml_full,3UN9,0.344,0.396
ml_full,3UNG,0.3244,0.3575
ml_full,3UTN,0.2367,0.2702
ml_full,3UVO,0.2492,0.3372
ml_full,3V70,0.2415,0.3087
ml_full,3VD8,0.5455,0.5783
ml_full,3VEP,0.5163,0.5253
ml_full,3VFO,0.3223,0.357
ml_full,3VFP,0.3765,0.412
ml_full,3VHL,0.3192,0.3748
ml_full,3VPB,0.2683,0.2983
ml_full,3VRJ,0.3563,0.4054
ml_full,3VSM,0.2353,0.2766
ml_full,3VST,0.2242,0.2515
ml_full,3VUQ,0.3004,0.3343
ml_full,3VYN,0.2321,0.2761
ml_full,3W0L,0.3449,0.3898
ml_full,3W3T,0.2882,0.3483
ml_full,3W3W,0.2579,0.2925
ml_full,3W56,0.2648,0.3094
ml_full,3W8W,0.266,0.3292
ml_full,3WNV,0.2583,0.3026
ml_full,3WTQ,0.2773,0.307
ml_full,3WW1,0.2201,0.2672
ml_full,3X0X,0.2218,0.2746
ml_full,3ZH9,0.2525,0.2846
ml_full,3ZIE,0.2561,0.3113
ml_full,4AK1,0.4123,0.4361
ml_full,4ALY,0.2303,0.2654
ml_full,4AOM,0.2728,0.3285
ml_full,4AUP,0.2621,0.3248
ml_full,4B18,0.2355,0.2735
ml_full,4BU1,0.3985,0.4751
ml_full,4BVE,0.2813,0.3203
ml_full,4BX9,0.2743,0.3185
ml_full,4C1S,0.247,0.2883
ml_full,4C6R,0.283,0.3257
ml_full,4CE5,0.2367,0.2541
ml_full,4CGB,0.5407,0.578
ml_full,4CH9,0.2438,0.2633
ml_full,4CKT,0.3932,0.3683
ml_full,4CLF,0.3084,0.3436
ml_full,4CSO,0.2373,0.3093
ml_full,4D51,0.2695,0.3201
ml_full,4DA2,0.2511,0.2959
ml_full,4DOV,0.3294,0.3374
ml_full,4EOY,0.38,0.4389
ml_full,4EWI,0.3768,0.4302
ml_full,4EX5,0.2521,0.2842
ml_full,4F0F,0.3003,0.3337
ml_full,4F27,0.2857,0.3343
ml_full,4FC4,0.2152,0.2502
ml_full,4FE9,0.2477,0.2797
ml_full,4FIX,0.2419,0.2843
ml_full,4FYU,0.2672,0.3029
ml_full,4G3H,0.3359,0.3903
ml_full,4GMV,0.2607,0.3154
ml_full,4H9D,0.3438,0.3976
ml_full,4HIA,0.2906,0.3449
ml_full,4HJW,0.2582,0.3009
ml_full,4HKA,0.2906,0.3167
ml_full,4HUJ,0.2666,0.316
ml_full,4ICH,0.2686,0.3262
ml_full,4IDI,0.2848,0.3152
ml_full,4JGX,0.2587,0.2996
ml_full,4JHN,0.2144,0.2496
ml_full,4JLX,0.2728,0.3074
ml_full,4JX2,0.3894,0.4353
ml_full,4K36,0.3035,0.344
ml_full,4KH9,0.2677,0.3079
ml_full,4KYQ,0.2589,0.328
ml_full,4L7Z,0.2956,0.3359
ml_full,4L9U,0.4811,0.5475
ml_full,4LD7,0.2866,0.3287
ml_full,4LZ2,0.2814,0.3266
ml_full,4MAA,0.2402,0.2758
ml_full,4ME9,0.295,0.3337
ml_full,4MG5,0.2573,0.2979
ml_full,4MG6,0.2507,0.318
ml_full,4MJG,0.2753,0.3292
ml_full,4N39,0.3168,0.3533
ml_full,4N5X,0.3771,0.4432
ml_full,4NPJ,0.3299,0.348
ml_full,4NUF,0.3886,0.4285
ml_full,4NWZ,0.2767,0.3189
ml_full,4O62,0.4045,0.4412
ml_full,4O92,0.4505,0.4544
ml_full,4OC8,0.4176,0.4547
ml_full,4OF8,0.264,0.3015
ml_full,4OFF,0.4868,0.5244
ml_full,4OX3,0.2738,0.3193
ml_full,4PDE,0.2528,0.3249
ml_full,4PFS,0.2666,0.3336
ml_full,4PQZ,0.276,0.3036
ml_full,4PRA,0.271,0.31
ml_full,4PSI,0.401,0.4563
ml_full,4PV4,0.2506,0.2808
ml_full,4Q13,0.2854,0.319
ml_full,4Q63,0.3586,0.4139
ml_full,4QH8,0.2443,0.2869
ml_full,4QKO,0.2918,0.3354
ml_full,4QN8,0.285,0.3295
ml_full,4QQR,0.2607,0.3225
ml_full,4QTP,0.2566,0.3011
ml_full,4QXA,0.285,0.3529
ml_full,4R10,0.2326,0.2517
ml_full,4REV,0.3424,0.3744
ml_full,4RHO,0.3622,0.4041
ml_full,4RK2,0.4387,0.4961
ml_full,4RO5,0.3877,0.4197
ml_full,4RQM,0.3171,0.3321
ml_full,4TWL,0.2452,0.2995
ml_full,4U7A,0.2362,0.2644
ml_full,4UCI,0.4866,0.4886
ml_full,4UDA,0.2587,0.2851
ml_full,4UDP,0.2261,0.2721
ml_full,4UWX,0.286,0.3237
ml_full,4UYI,0.2938,0.3038
ml_full,4V15,0.2346,0.2618
ml_full,4W2R,0.2634,0.3144
ml_full,4WAL,0.3457,0.3864
ml_full,4WIP,0.2956,0.3489
ml_full,4WWM,0.2653,0.315
ml_full,4X3E,0.2494,0.2968
ml_full,4XLG,0.2629,0.2828
ml_full,4ZSF,0.4232,0.439
ml_full,4ZV9,0.2546,0.2877
ml_full,5A0T,0.2404,0.2622
ml_full,5AA5,0.2998,0.3483
ml_full,5AD0,0.4183,0.4364
ml_full,5B5I,0.4619,0.5233
ml_full,5B5Q,0.2472,0.2872
ml_full,5BOV,0.2401,0.2676
ml_full,5BV6,0.4285,0.4614
ml_full,5C5V,0.3709,0.3887
ml_full,5C7F,0.3037,0.3498
ml_full,5C8H,0.3106,0.3463
ml_full,5CVR,0.2871,0.2879
ml_full,5CX2,0.5179,0.5433
ml_full,5D5H,0.2352,0.2735
ml_full,5DAY,0.356,0.4226
ml_full,5DBE,0.2668,0.3111
ml_full,5DRM,0.2474,0.2742
ml_full,5E15,0.2695,0.3173
ml_full,5EBB,0.3399,0.3977
ml_full,5EG2,0.2473,0.2623
ml_full,5EGE,0.247,0.2791
ml_full,5ETA,0.2889,0.3307
ml_full,5G09,0.2374,0.2774
ml_full,5G23,0.2545,0.2867
ml_full,5G4I,0.2418,0.2567
ml_full,5GHR,0.314,0.3639
ml_full,5GJM,0.3503,0.3853
ml_full,5GKV,0.227,0.2796
ml_full,5GOX,0.5121,0.5684
ml_full,5GZI,0.2553,0.312
ml_full,5H5Y,0.3187,0.3656
ml_full,5HRJ,0.2921,0.3345
ml_full,5I2H,0.2675,0.2821
ml_full,5I47,0.2961,0.3374
ml_full,5I9E,0.3253,0.3727
